Pos,ID,Name,BV,SV,Team,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,Elite%,Mins 4,Mins 5,Mins 6,Mins 7,Mins 8,Mins 9,Mins 10,Mins 11,Mins 12,Mins 13,Mins 14,Mins 15,EV4,EV5,EV6,EV7,EV8,EV9,EV10,EV11,EV12,EV13,EV14,EV15,Max EV,Max Mins,Sum EV,Sum Mins,Logic,PosPr,PosPrTeam
D,44,Konsa,4.5,4.5,Aston Villa,91,2.84,87,2.72,85,1.71,85,1.4,82,3.23,83,1.83,81,3.24,81,3.63,82,2.75,83,1.85,81,2.03,0.33,91,87,86,85,85,82,83,81,81,82,83,81,2.84,2.72,3.14,1.71,1.4,3.23,1.83,3.24,3.63,2.75,1.85,2.03,3.63,91,30.37,1007,TRUE,D4.5,D4.5Aston Villa
D,52,Pau,4.5,4.5,Aston Villa,89,2.75,83,2.61,78,1.6,75,1.28,76,3.04,77,1.71,73,2.94,73,3.24,71,2.49,72,1.65,72,1.82,0.01,89,83,82,78,75,76,77,73,73,71,72,72,2.75,2.61,2.99,1.6,1.28,3.04,1.71,2.94,3.24,2.49,1.65,1.82,3.24,89,28.12,921,TRUE,D4.5,D4.5Aston Villa
D,70,Kerkez,4.5,4.5,Bournemouth,82,3.04,80,1.98,75,1.66,73,2.41,72,2.6,71,2.57,70,1.96,71,2.62,68,2.7,72,1.73,69,2.77,0,82,80,78,75,73,72,71,70,71,68,72,69,3.04,1.98,2.05,1.66,2.41,2.6,2.57,1.96,2.62,2.7,1.73,2.77,3.04,82,28.09,881,TRUE,D4.5,D4.5Bournemouth
D,85,Zabarnyi,4.5,4.5,Bournemouth,89,2.7,84,1.69,81,1.45,80,2.16,80,2.31,79,2.36,78,1.67,78,2.42,78,2.49,78,1.49,76,2.53,0,89,84,83,81,80,80,79,78,78,78,78,76,2.7,1.69,1.78,1.45,2.16,2.31,2.36,1.67,2.42,2.49,1.49,2.53,2.7,89,25.05,964,TRUE,D4.5,D4.5Bournemouth
D,104,Pinnock,4.5,4.5,Brentford,90,3.46,87,2,83,2.21,82,2.7,81,2.52,81,3.28,81,1.81,79,2.22,79,1.41,80,3,81,1.87,0.05,90,87,86,83,82,81,81,81,79,79,80,81,3.46,2,3.51,2.21,2.7,2.52,3.28,1.81,2.22,1.41,3,1.87,3.51,90,29.99,990,TRUE,D4.5,D4.5Brentford
D,88,Collins,4.5,4.5,Brentford,89,3.25,83,1.83,80,2.08,78,2.53,78,2.38,75,2.93,77,1.66,76,2.11,75,1.3,75,2.72,75,1.67,0.01,89,83,80,80,78,78,75,77,76,75,75,75,3.25,1.83,3.14,2.08,2.53,2.38,2.93,1.66,2.11,1.3,2.72,1.67,3.25,89,27.6,941,TRUE,D4.5,D4.5Brentford
D,120,Dunk,4.6,4.5,Brighton,92,2.6,91,2.48,87,1.45,87,2.01,85,2.6,84,4.01,83,2.67,81,3.1,81,3.41,82,2.67,81,3.44,0.31,92,91,89,87,87,85,84,83,81,81,82,81,2.6,2.48,4.06,1.45,2.01,2.6,4.01,2.67,3.1,3.41,2.67,3.44,4.06,92,34.5,1023,TRUE,D4.5,D4.5Brighton
D,144,Van Hecke,4.5,4.5,Brighton,69,1.72,88,2.17,84,1.24,82,1.73,80,2.21,80,3.43,81,2.38,81,2.79,79,2.97,80,2.32,78,2.98,0,69,88,85,84,82,80,80,81,81,79,80,78,1.72,2.17,3.48,1.24,1.73,2.21,3.43,2.38,2.79,2.97,2.32,2.98,3.48,88,29.42,967,TRUE,D4.5,D4.5Brighton
D,162,Colwill,4.5,4.5,Chelsea,89,3.8,85,1.8,82,2.14,81,2.35,81,3.15,80,2.86,79,3.09,79,1.74,78,3.29,79,2.93,79,3.12,0.05,89,85,85,82,81,81,80,79,79,78,79,79,3.8,1.8,2.89,2.14,2.35,3.15,2.86,3.09,1.74,3.29,2.93,3.12,3.8,89,33.16,977,TRUE,D4.5,D4.5Chelsea
D,189,W.Fofana,4.5,4.5,Chelsea,80,3.41,64,1.38,66,1.72,65,1.96,63,2.48,64,2.34,66,2.66,65,1.47,64,2.68,63,2.4,65,2.62,0,80,64,62,66,65,63,64,66,65,64,63,65,3.41,1.38,2.15,1.72,1.96,2.48,2.34,2.66,1.47,2.68,2.4,2.62,3.41,80,27.27,787,TRUE,D4.5,D4.5Chelsea
D,200,Guéhi,4.4,4.4,Crystal Palace,92,1.82,90,2.9,86,2.81,85,3.03,86,2.03,85,2.49,84,2.86,84,1.69,83,2.04,83,2.04,83,2.21,0.01,92,90,87,86,85,86,85,84,84,83,83,83,1.82,2.9,2.12,2.81,3.03,2.03,2.49,2.86,1.69,2.04,2.04,2.21,3.03,92,28.04,1028,TRUE,D4.4,D4.5Crystal Palace
D,650,Lacroix,4.5,4.5,Crystal Palace,81,1.66,77,2.53,65,2.15,65,2.28,63,1.55,57,1.68,58,1.92,56,1.13,57,1.4,57,1.37,57,1.52,0,81,77,67,65,65,63,57,58,56,57,57,57,1.66,2.53,1.66,2.15,2.28,1.55,1.68,1.92,1.13,1.4,1.37,1.52,2.53,81,20.85,760,TRUE,D4.5,D4.5Crystal Palace
D,231,Mykolenko,4.3,4.3,Everton,91,2.56,86,2.76,82,2.71,81,2.18,79,2.86,81,1.65,78,3.12,80,1.54,78,1.33,78,1.97,77,0.97,0.35,91,86,82,82,81,79,81,78,80,78,78,77,2.56,2.76,2.85,2.71,2.18,2.86,1.65,3.12,1.54,1.33,1.97,0.97,3.12,91,26.5,973,TRUE,D4.3,D4.5Everton
D,238,Young,4.5,4.5,Everton,83,2.51,67,2.29,60,2.16,57,1.7,58,2.27,57,1.28,55,2.31,56,1.22,54,1.03,56,1.54,54,0.8,0,83,67,58,60,57,58,57,55,56,54,56,54,2.51,2.29,2.11,2.16,1.7,2.27,1.28,2.31,1.22,1.03,1.54,0.8,2.51,83,21.22,715,TRUE,D4.5,D4.5Everton
D,191,Andersen,4.4,4.4,Fulham,92,1.27,89,2.82,86,3.3,83,2.5,83,3.42,81,1.5,81,2.62,80,2.04,80,1.16,79,3.37,78,1.58,0.01,92,89,87,86,83,83,81,81,80,80,79,78,1.27,2.82,2.92,3.3,2.5,3.42,1.5,2.62,2.04,1.16,3.37,1.58,3.42,92,28.5,999,TRUE,D4.4,D4.5Fulham
D,255,Robinson,4.7,4.7,Fulham,86,1.23,83,2.71,80,3.22,78,2.42,76,3.24,75,1.44,74,2.53,76,2.01,75,1.16,75,3.35,74,1.55,0.05,86,83,83,80,78,76,75,74,76,75,75,74,1.23,2.71,2.88,3.22,2.42,3.24,1.44,2.53,2.01,1.16,3.35,1.55,3.35,86,27.74,935,TRUE,D4.7,D4.5Fulham
D,267,Davis,4.5,4.5,Ipswich,89,2.68,85,3.69,81,3.7,81,1.51,81,2.54,78,2.62,76,3.01,78,2.91,78,2.75,79,2.55,78,1.37,0.02,89,85,84,81,81,81,78,76,78,78,79,78,2.68,3.69,2.67,3.7,1.51,2.54,2.62,3.01,2.91,2.75,2.55,1.37,3.7,89,32,968,TRUE,D4.5,D4.5Ipswich
D,295,Justin,4.5,4.5,Leicester,88,2.58,84,2.58,78,2.38,78,1.44,76,1.75,75,2.01,76,2.48,74,2.12,74,1.41,74,2.77,71,0.75,0,88,84,81,78,78,76,75,76,74,74,74,71,2.58,2.58,2.89,2.38,1.44,1.75,2.01,2.48,2.12,1.41,2.77,0.75,2.89,88,25.16,929,TRUE,D4.5,D4.5Leicester
D,296,Kristiansen,4.5,4.5,Leicester,79,2.35,77,2.35,74,2.31,72,1.35,72,1.67,70,1.88,69,2.25,69,1.99,67,1.31,67,2.54,67,0.76,0,79,77,76,74,72,72,70,69,69,67,67,67,2.35,2.35,2.69,2.31,1.35,1.67,1.88,2.25,1.99,1.31,2.54,0.76,2.69,79,23.45,859,TRUE,D4.5,D4.5Leicester
D,355,Lewis,4.7,4.7,Man City,54,2.87,53,2.65,50,2.31,48,2.1,50,2.24,52,1.73,52,2.9,51,2.48,49,2.39,49,2.13,49,2.82,0.45,54,53,47,50,48,50,52,52,51,49,49,49,2.87,2.65,2.81,2.31,2.1,2.24,1.73,2.9,2.48,2.39,2.13,2.82,2.9,54,29.43,604,TRUE,D4.7,D4.5Man City
D,380,Martinez,4.5,4.5,Man Utd,87,2.22,81,3.28,73,2.18,72,3.15,71,2.6,70,3.01,69,1.44,69,2.88,69,1.11,69,2.53,71,2.54,0,87,81,77,73,72,71,70,69,69,69,69,71,2.22,3.28,2.39,2.18,3.15,2.6,3.01,1.44,2.88,1.11,2.53,2.54,3.28,87,29.33,878,TRUE,D4.5,D4.5Man Utd
D,395,Burn,4.4,4.4,Newcastle,84,2.9,81,2.88,77,2.04,74,2.48,73,2.74,71,2.24,73,1.67,72,2.33,70,3.03,73,2.62,65,2.17,0,84,81,80,77,74,73,71,73,72,70,73,65,2.9,2.88,1.72,2.04,2.48,2.74,2.24,1.67,2.33,3.03,2.62,2.17,3.03,84,28.82,893,TRUE,D4.4,D4.5Newcastle
D,399,Hall,4.3,4.3,Newcastle,49,1.94,49,1.99,49,1.51,47,1.84,50,2.18,50,1.85,50,1.38,50,1.88,50,2.45,47,1.95,48,1.88,0.01,49,49,50,49,47,50,50,50,50,50,47,48,1.94,1.99,1.31,1.51,1.84,2.18,1.85,1.38,1.88,2.45,1.95,1.88,2.45,50,22.16,589,TRUE,D4.3,D4.5Newcastle
D,422,Aina,4.5,4.5,Nott'm Forest,83,1.8,80,3.11,77,2.95,76,2.46,76,1.51,74,3.28,75,1.13,74,1.75,77,2.56,72,2.32,73,1.98,0.01,83,80,78,77,76,76,74,75,74,77,72,73,1.8,3.11,2.87,2.95,2.46,1.51,3.28,1.13,1.75,2.56,2.32,1.98,3.28,83,27.72,915,TRUE,D4.5,D4.5Nott'm Forest
D,436,Murillo,4.5,4.5,Nott'm Forest,91,1.69,86,3.1,82,2.84,81,2.32,81,1.45,79,3.12,80,1.06,80,1.7,79,2.43,80,2.31,80,1.89,0,91,86,84,82,81,81,79,80,80,79,80,80,1.69,3.1,2.8,2.84,2.32,1.45,3.12,1.06,1.7,2.43,2.31,1.89,3.12,91,26.71,983,TRUE,D4.5,D4.5Nott'm Forest
D,474,Sugawara,4.5,4.5,Southampton,80,1.27,78,3.51,75,3.06,73,2.39,72,1.42,71,1.71,71,1.83,71,1.64,69,1.7,70,1.87,69,2.52,0,80,78,75,75,73,72,71,71,71,69,70,69,1.27,3.51,0.84,3.06,2.39,1.42,1.71,1.83,1.64,1.7,1.87,2.52,3.51,80,23.76,874,TRUE,D4.5,D4.5Southampton
D,506,Van de Ven,4.5,4.5,Spurs,88,2.27,85,3.17,81,2.63,81,3.35,81,1.24,79,2.9,78,2.17,77,2.14,76,2.69,77,1.7,75,2.5,0.01,88,85,82,81,81,81,79,78,77,76,77,75,2.27,3.17,2.53,2.63,3.35,1.24,2.9,2.17,2.14,2.69,1.7,2.5,3.35,88,29.29,960,TRUE,D4.5,D4.5Spurs
D,520,Emerson,4.4,4.4,West Ham,78,3.48,75,1.82,72,2.47,70,3.13,70,1.73,67,1.84,66,2.5,64,2.91,66,1.98,66,2.38,63,2.47,0,78,75,72,72,70,70,67,66,64,66,66,63,3.48,1.82,2.35,2.47,3.13,1.73,1.84,2.5,2.91,1.98,2.38,2.47,3.48,78,29.06,829,TRUE,D4.4,D4.5West Ham
D,524,Kilman,4.5,4.5,West Ham,90,3.43,86,1.71,79,2.32,78,2.93,77,1.57,77,1.75,75,2.37,76,2.92,75,1.85,76,2.24,77,2.52,0,90,86,83,79,78,77,77,75,76,75,76,77,3.43,1.71,2.21,2.32,2.93,1.57,1.75,2.37,2.92,1.85,2.24,2.52,3.43,90,27.82,949,TRUE,D4.5,D4.5West Ham
D,533,Aït-Nouri,4.4,4.4,Wolves,79,2.6,77,1.57,70,2.83,67,3.15,68,2.07,64,2.43,66,2.39,65,1.99,65,2.94,64,2.37,65,2.08,0,79,77,72,70,67,68,64,66,65,65,64,65,2.6,1.57,1.94,2.83,3.15,2.07,2.43,2.39,1.99,2.94,2.37,2.08,3.15,79,28.36,822,TRUE,D4.4,D4.5Wolves
D,559,N.Semedo,4.5,4.5,Wolves,88,2.39,85,1.35,79,2.71,78,3.08,77,1.92,77,2.41,75,2.27,72,1.82,73,2.86,74,2.26,72,1.88,0,88,85,81,79,78,77,77,75,72,73,74,72,2.39,1.35,1.72,2.71,3.08,1.92,2.41,2.27,1.82,2.86,2.26,1.88,3.08,88,26.67,931,TRUE,D4.5,D4.5Wolves
D,338,Van den Berg,4,4,Brentford,70,2.57,59,1.32,55,1.47,53,1.73,54,1.68,54,2.11,53,1.21,54,1.54,55,0.99,53,1.93,52,1.2,0.02,70,59,56,55,53,54,54,53,54,55,53,52,2.57,1.32,2.19,1.47,1.73,1.68,2.11,1.21,1.54,0.99,1.93,1.2,2.57,70,19.94,668,TRUE,D4,D4Brentford
D,270,Greaves,4,4,Ipswich,91,2.12,86,2.97,83,3.04,82,1.06,81,1.94,79,2.16,78,2.49,76,2.25,76,2.15,77,1.91,77,1.05,0.45,91,86,84,83,82,81,79,78,76,76,77,77,2.12,2.97,2.13,3.04,1.06,1.94,2.16,2.49,2.25,2.15,1.91,1.05,3.04,91,25.27,970,TRUE,D4,D4Ipswich
D,291,Faes,4.1,4,Leicester,92,2.48,88,2.52,84,2.41,83,1.4,83,1.73,81,1.98,79,2.39,79,2.12,80,1.38,81,2.83,80,0.73,0.12,92,88,86,84,83,83,81,79,79,80,81,80,2.48,2.52,2.88,2.41,1.4,1.73,1.98,2.39,2.12,1.38,2.83,0.73,2.88,92,24.85,996,TRUE,D4,D4Leicester
D,461,Harwood-Bellis,4,4,Southampton,82,0.95,80,2.85,75,2.5,74,1.94,73,1.07,73,1.34,71,1.4,69,1.24,71,1.26,73,1.57,69,1.98,0.08,82,80,76,75,74,73,73,71,69,71,73,69,0.95,2.85,0.57,2.5,1.94,1.07,1.34,1.4,1.24,1.26,1.57,1.98,2.85,82,18.67,886,TRUE,D4,D4Southampton
D,6,J.Timber,5.5,5.5,Arsenal,53,3.03,42,1.76,40,1.59,44,1.56,45,2.4,42,1.88,42,1.94,45,1.95,47,2.5,45,2.03,45,2.48,0,53,42,40,40,44,45,42,42,45,47,45,45,3.03,1.76,1.5,1.59,1.56,2.4,1.88,1.94,1.95,2.5,2.03,2.48,3.03,53,24.62,530,TRUE,D5.5,D5.5Arsenal
D,340,Akanji,5.5,5.5,Man City,79,3.88,74,3.36,64,2.73,66,2.66,68,2.74,65,1.96,67,3.55,64,2.87,64,2.83,64,2.58,63,3.36,0.01,79,74,68,64,66,68,65,67,64,64,64,63,3.88,3.36,3.79,2.73,2.66,2.74,1.96,3.55,2.87,2.83,2.58,3.36,3.88,79,36.31,806,TRUE,D5.5,D5.5Man City
D,361,Rúben,5.5,5.5,Man City,78,3.76,72,3.25,63,2.63,65,2.61,63,2.48,65,1.87,63,3.23,62,2.74,63,2.73,60,2.36,62,3.31,0,78,72,67,63,65,63,65,63,62,63,60,62,3.76,3.25,3.67,2.63,2.61,2.48,1.87,3.23,2.74,2.73,2.36,3.31,3.76,78,34.64,783,TRUE,D5.5,D5.5Man City
D,415,Schär,5.4,5.4,Newcastle,90,3.14,88,3.09,84,2.23,82,2.82,82,3.17,81,2.58,83,1.86,81,2.63,82,3.63,82,2.95,78,2.66,0,90,88,85,84,82,82,81,83,81,82,82,78,3.14,3.09,1.8,2.23,2.82,3.17,2.58,1.86,2.63,3.63,2.95,2.66,3.63,90,32.56,998,TRUE,D5.4,D5.5Newcastle
D,418,Trippier,5.7,5.7,Newcastle,64,2.78,64,2.89,62,2.09,64,2.7,61,3,60,2.38,61,1.84,61,2.49,59,3.34,60,2.77,59,2.57,0,64,64,65,62,64,61,60,61,61,59,60,59,2.78,2.89,1.88,2.09,2.7,3,2.38,1.84,2.49,3.34,2.77,2.57,3.34,65,30.73,740,TRUE,D5.7,D5.5Newcastle
D,495,Pedro Porro,5.5,5.5,Spurs,89,3.25,85,4.27,82,3.69,81,4.75,79,1.7,80,3.97,79,3.13,77,3.21,77,3.89,77,2.5,76,3.34,0.32,89,85,84,82,81,79,80,79,77,77,77,76,3.25,4.27,3.53,3.69,4.75,1.7,3.97,3.13,3.21,3.89,2.5,3.34,4.75,89,41.23,966,TRUE,D5.5,D5.5Spurs
D,79,Senesi,4.8,4.8,Bournemouth,77,2.71,77,1.77,72,1.5,70,2.21,69,2.31,68,2.36,67,1.73,67,2.39,66,2.41,66,1.49,65,2.5,0,77,77,74,72,70,69,68,67,67,66,66,65,2.71,1.77,1.84,1.5,2.21,2.31,2.36,1.73,2.39,2.41,1.49,2.5,2.71,77,25.22,838,TRUE,D4.8,D5Bournemouth
D,122,Estupiñan,5,5,Brighton,71,2.42,65,2.13,60,1.28,60,1.68,59,2.15,55,3.02,58,2.17,57,2.47,58,2.73,59,2.22,59,2.87,0,71,65,65,60,60,59,55,58,57,58,59,59,2.42,2.13,3.36,1.28,1.68,2.15,3.02,2.17,2.47,2.73,2.22,2.87,3.36,71,28.5,726,TRUE,D5,D5Brighton
D,163,Cucurella,5,5,Chelsea,86,3.87,68,1.51,69,1.93,70,2.16,72,2.97,73,2.78,72,3.03,72,1.67,74,3.28,75,2.93,72,3.01,0,86,68,65,69,70,72,73,72,72,74,75,72,3.87,1.51,2.41,1.93,2.16,2.97,2.78,3.03,1.67,3.28,2.93,3.01,3.87,86,31.55,868,TRUE,D5,D5Chelsea
D,172,James,5,5,Chelsea,0,0,22,0.73,60,2.26,60,2.41,59,3.19,56,2.85,58,3.24,56,1.87,58,3.46,57,3.02,57,3.16,0,0,22,51,60,60,59,56,58,56,58,57,57,0,0.73,2.5,2.26,2.41,3.19,2.85,3.24,1.87,3.46,3.02,3.16,3.46,60,28.69,594,TRUE,D5,D5Chelsea
D,211,Muñoz,4.9,4.9,Crystal Palace,90,1.98,85,2.97,83,3.02,81,3.14,80,2.17,80,2.65,80,2.98,79,1.72,79,2.14,78,2.02,78,2.29,0.01,90,85,83,83,81,80,80,80,79,79,78,78,1.98,2.97,2.33,3.02,3.14,2.17,2.65,2.98,1.72,2.14,2.02,2.29,3.14,90,29.41,976,TRUE,D4.9,D5Crystal Palace
D,210,Mitchell,4.9,4.9,Crystal Palace,84,1.75,82,2.71,79,2.67,80,2.88,79,1.96,79,2.36,79,2.71,78,1.63,77,1.97,77,1.94,78,2.13,0,84,82,80,79,80,79,79,79,78,77,77,78,1.75,2.71,2.06,2.67,2.88,1.96,2.36,2.71,1.63,1.97,1.94,2.13,2.88,84,26.77,952,TRUE,D4.9,D5Crystal Palace
D,236,Tarkowski,4.8,4.8,Everton,92,2.46,91,2.72,87,2.75,87,2.14,86,2.91,85,1.57,85,3.18,83,1.44,84,1.25,83,1.91,84,0.87,0,92,91,89,87,87,86,85,85,83,84,83,84,2.46,2.72,2.85,2.75,2.14,2.91,1.57,3.18,1.44,1.25,1.91,0.87,3.18,92,26.05,1036,TRUE,D4.8,D5Everton
D,219,Branthwaite,4.8,4.8,Everton,90,2.33,86,2.54,83,2.57,80,1.99,81,2.72,81,1.49,82,2.96,80,1.37,80,1.2,78,1.77,80,0.82,0,90,86,83,83,80,81,81,82,80,80,78,80,2.33,2.54,2.63,2.57,1.99,2.72,1.49,2.96,1.37,1.2,1.77,0.82,2.96,90,24.39,984,TRUE,D4.8,D5Everton
D,326,Konaté,5.2,5.2,Liverpool,74,2.81,72,2.51,70,2.81,67,2.68,64,2.79,64,1.88,63,2,64,2.67,63,2.77,64,1.72,63,3.12,0,74,72,72,70,67,64,64,63,64,63,64,63,2.81,2.51,1.95,2.81,2.68,2.79,1.88,2,2.67,2.77,1.72,3.12,3.12,74,29.71,800,TRUE,D5.2,D5Liverpool
D,369,Dalot,5.1,5.1,Man Utd,90,2.6,83,3.75,77,2.57,74,3.69,73,2.95,74,3.53,72,1.62,75,3.42,73,1.29,74,3.04,72,2.87,0,90,83,78,77,74,73,74,72,75,73,74,72,2.6,3.75,2.74,2.57,3.69,2.95,3.53,1.62,3.42,1.29,3.04,2.87,3.75,90,34.07,915,TRUE,D5.1,D5Man Utd
D,593,De Ligt,5,5,Man Utd,85,2.27,80,3.28,78,2.35,75,3.35,76,2.85,74,3.21,75,1.61,73,3.06,71,1.19,71,2.66,72,2.65,0,85,80,79,78,75,76,74,75,73,71,71,72,2.27,3.28,2.51,2.35,3.35,2.85,3.21,1.61,3.06,1.19,2.66,2.65,3.35,85,30.99,909,TRUE,D5,D5Man Utd
D,505,Udogie,5,5,Spurs,59,2.06,80,3.73,77,3.19,76,4,75,1.49,74,3.39,73,2.65,73,2.67,72,3.26,72,2.1,71,2.87,0,59,80,78,77,76,75,74,73,73,72,72,71,2.06,3.73,2.99,3.19,4,1.49,3.39,2.65,2.67,3.26,2.1,2.87,4,80,34.4,880,TRUE,D5,D5Spurs
D,498,Romero,5.1,5.1,Spurs,91,2.44,87,3.43,84,2.86,81,3.6,81,1.26,82,3.12,79,2.37,82,2.33,81,2.99,80,1.81,80,2.71,0,91,87,86,84,81,81,82,79,82,81,80,80,2.44,3.43,2.76,2.86,3.6,1.26,3.12,2.37,2.33,2.99,1.81,2.71,3.6,91,31.68,994,TRUE,D5.1,D5Spurs
D,24,White,6.4,6.4,Arsenal,55,3,72,2.9,70,2.63,68,2.34,68,3.47,68,2.94,69,3,68,2.85,68,3.53,68,2.95,66,3.51,0,55,72,72,70,68,68,68,69,68,68,68,66,3,2.9,2.62,2.63,2.34,3.47,2.94,3,2.85,3.53,2.95,3.51,3.53,72,35.74,812,TRUE,D6.4,D6.5Arsenal
D,3,Gabriel,6.2,6.1,Arsenal,85,4.94,82,3.53,78,3.04,77,2.77,74,4.06,74,3.33,76,3.44,74,3.32,73,4.05,75,3.44,73,4.17,0.88,85,82,79,78,77,74,74,76,74,73,75,73,4.94,3.53,2.9,3.04,2.77,4.06,3.33,3.44,3.32,4.05,3.44,4.17,4.94,85,42.99,920,TRUE,D6.1,D6Arsenal
D,18,Saliba,6,6,Arsenal,92,4.75,88,3.31,85,3,83,2.69,84,4.13,82,3.33,79,3.28,81,3.32,80,3.97,79,3.36,79,4.07,0.22,92,88,87,85,83,84,82,79,81,80,79,79,4.75,3.31,2.91,3,2.69,4.13,3.33,3.28,3.32,3.97,3.36,4.07,4.75,92,42.12,999,TRUE,D6,D6Arsenal
D,335,Robertson,6,6,Liverpool,86,4.16,83,3.74,78,4.07,78,4.07,77,4.36,76,2.84,76,3.15,76,4.04,76,4.23,75,2.67,76,4.84,0.2,86,83,82,78,78,77,76,76,76,76,75,76,4.16,3.74,2.72,4.07,4.07,4.36,2.84,3.15,4.04,4.23,2.67,4.84,4.84,86,44.89,939,TRUE,D6,D6Liverpool
D,339,Virgil,6,6,Liverpool,92,3.74,87,3.18,84,3.56,81,3.46,82,3.73,82,2.47,82,2.72,83,3.59,80,3.68,81,2.29,80,4.15,0,92,87,85,84,81,82,82,82,83,80,81,80,3.74,3.18,2.39,3.56,3.46,3.73,2.47,2.72,3.59,3.68,2.29,4.15,4.15,92,38.96,999,TRUE,D6,D6Liverpool
D,350,Gvardiol,5.9,5.9,Man City,85,4.56,75,3.79,66,2.99,66,2.85,62,2.72,63,1.97,64,3.66,67,3.24,66,3.19,67,2.92,68,3.93,0.12,85,75,68,66,66,62,63,64,67,66,67,68,4.56,3.79,4.16,2.99,2.85,2.72,1.97,3.66,3.24,3.19,2.92,3.93,4.56,85,39.98,817,TRUE,D5.9,D6Man City
D,311,Alexander-Arnold,7.1,7,Liverpool,83,4.3,83,3.98,79,4.5,79,4.47,76,4.57,76,2.99,75,3.38,71,4.08,73,4.43,71,2.73,73,5.01,0.7,83,83,80,79,79,76,76,75,71,73,71,73,4.3,3.98,2.85,4.5,4.47,4.57,2.99,3.38,4.08,4.43,2.73,5.01,5.01,83,47.29,919,TRUE,D7,D7Liverpool
F,351,Haaland,15.3,15.3,Man City,89,7.82,85,7.24,80,5.99,79,5.63,77,6.51,78,4.59,79,7.02,79,5.73,76,6.47,77,5.26,75,7.23,0.77,89,85,82,80,79,77,78,79,79,76,77,75,7.82,7.24,8.82,5.99,5.63,6.51,4.59,7.02,5.73,6.47,5.26,7.23,8.82,89,78.31,956,TRUE,F15.3,F15.5Man City
F,473,Stewart,4.6,4.6,Southampton,20,0.94,21,1.46,23,1.47,22,1.33,22,1.16,24,1.33,24,1.31,25,1.29,24,1.41,24,1.28,27,1.67,0.05,20,21,21,23,22,22,24,24,25,24,24,27,0.94,1.46,0.96,1.47,1.33,1.16,1.33,1.31,1.29,1.41,1.28,1.67,1.67,27,15.61,277,FALSE,F4.6,F4.5Southampton
F,539,Chiwome,4.5,4.5,Wolves,4,0.24,4,0.26,5,0.32,7,0.42,7,0.37,7,0.42,6,0.36,7,0.38,7,0.42,7,0.39,7,0.38,0.01,4,4,5,5,7,7,7,6,7,7,7,7,0.24,0.26,0.3,0.32,0.42,0.37,0.42,0.36,0.38,0.42,0.39,0.38,0.42,7,4.26,73,FALSE,F4.5,F4.5Wolves
F,129,João Pedro,5.5,5.5,Brighton,22,1.41,57,3.09,67,3.04,68,3.19,68,3.74,65,4.89,66,3.53,66,4.04,65,4.09,64,3.78,64,4.22,0.38,22,57,71,67,68,68,65,66,66,65,64,64,1.41,3.09,4.87,3.04,3.19,3.74,4.89,3.53,4.04,4.09,3.78,4.22,4.89,71,43.89,743,TRUE,F5.5,F5.5Brighton
F,232,Ndiaye,5.4,5.4,Everton,74,3.2,72,3.04,69,3.01,70,2.85,69,3.12,70,2.63,67,3.11,66,2.47,67,2.16,66,2.73,65,2.09,0,74,72,72,69,70,69,70,67,66,67,66,65,3.2,3.04,3.02,3.01,2.85,3.12,2.63,3.11,2.47,2.16,2.73,2.09,3.2,74,33.43,827,TRUE,F5.4,F5.5Everton
F,252,Raúl,5.5,5.5,Fulham,65,2.58,59,3.23,56,3.38,56,2.82,52,3.3,54,2.56,54,2.96,52,2.31,53,2.26,52,3.5,53,2.55,0,65,59,56,56,56,52,54,54,52,53,52,53,2.58,3.23,2.99,3.38,2.82,3.3,2.56,2.96,2.31,2.26,3.5,2.55,3.5,65,34.44,662,TRUE,F5.5,F5.5Fulham
F,268,Delap,5.5,5.5,Ipswich,72,3.43,68,3.68,61,3.42,60,2.6,59,2.94,60,2.73,58,3.02,56,2.99,58,2.8,56,2.91,56,2.04,0,72,68,64,61,60,59,60,58,56,58,56,56,3.43,3.68,3.07,3.42,2.6,2.94,2.73,3.02,2.99,2.8,2.91,2.04,3.68,72,35.63,728,TRUE,F5.5,F5.5Ipswich
F,306,Vardy,5.7,5.7,Leicester,80,4.57,72,3.8,64,3.28,60,2.77,59,3.05,58,2.88,59,3.47,58,3.17,57,2.65,58,3.47,59,2.34,0.02,80,72,64,64,60,59,58,59,58,57,58,59,4.57,3.8,3.49,3.28,2.77,3.05,2.88,3.47,3.17,2.65,3.47,2.34,4.57,80,38.94,748,TRUE,F5.7,F5.5Leicester
F,566,Strand Larsen,5.5,5.5,Wolves,68,3.16,68,2.63,65,3.2,65,3.73,65,2.75,63,3.09,63,2.91,63,2.88,62,3.27,62,2.86,64,2.93,0,68,68,66,65,65,65,63,63,63,62,62,64,3.16,2.63,2.81,3.2,3.73,2.75,3.09,2.91,2.88,3.27,2.86,2.93,3.73,68,36.22,774,TRUE,F5.5,F5.5Wolves
