Pos,ID,Name,BV,SV,Team,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,Elite%,Mins 4,Mins 5,Mins 6,Mins 7,Mins 8,Mins 9,Mins 10,Mins 11,Mins 12,Mins 13,Mins 14,Mins 15,EV4,EV5,EV6,EV7,EV8,EV9,EV10,EV11,EV12,EV13,EV14,EV15,Max EV,Max Mins,Sum EV,Sum Mins,Logic,PosPr,PosPrTeam
M,514,Bowen,7.5,7.5,West Ham,88,4.51,84,4.05,81,5.02,80,3.57,80,4.23,80,3.94,79,4.8,78,3.64,79,3.32,78,4.19,78,4.83,78,3.81,0,88,84,81,80,80,80,79,78,79,78,78,78,4.51,4.05,5.02,3.57,4.23,3.94,4.8,3.64,3.32,4.19,4.83,3.81,5.02,88,49.91,963,TRUE,M7.5,M7.5West Ham
M,494,Maddison,7.5,7.5,Spurs,67,4.39,62,3.35,61,3.38,58,3.94,57,3.24,57,3.69,55,4.09,53,2.21,55,3.67,55,3.22,55,3.38,56,3.71,0,67,62,61,58,57,57,55,53,55,55,55,56,4.39,3.35,3.38,3.94,3.24,3.69,4.09,2.21,3.67,3.22,3.38,3.71,4.39,67,42.27,691,TRUE,M7.5,M7.5Spurs
M,398,Gordon,7.4,7.4,Newcastle,84,4.3,82,3.34,79,4.2,78,4.22,76,3.34,75,3.17,76,3.75,76,4.41,76,3.6,74,3.51,74,3.62,73,4.74,0.09,84,82,79,78,76,75,76,76,76,74,74,73,4.3,3.34,4.2,4.22,3.34,3.17,3.75,4.41,3.6,3.51,3.62,4.74,4.74,84,46.2,923,TRUE,M7.4,M7.5Newcastle
M,317,Diogo J.,7.6,7.6,Liverpool,62,4.63,60,4.19,58,3.48,57,3.71,56,2.55,56,3.82,54,3.68,54,3.79,55,2.68,53,3.17,53,3.45,52,3.61,0.29,62,60,58,57,56,56,54,54,55,53,53,52,4.63,4.19,3.48,3.71,2.55,3.82,3.68,3.79,2.68,3.17,3.45,3.61,4.63,62,42.76,670,TRUE,M7.6,M7.5Liverpool
M,527,L.Paquetá,6,6,West Ham,75,3.66,71,3.22,70,4.01,70,2.82,69,3.33,69,3.05,68,3.71,69,2.93,67,2.65,66,3.24,66,3.69,67,2.99,0,75,71,70,70,69,69,68,69,67,66,66,67,3.66,3.22,4.01,2.82,3.33,3.05,3.71,2.93,2.65,3.24,3.69,2.99,4.01,75,39.3,827,TRUE,M6,M6West Ham
M,611,Szmodics,6,6,Ipswich,74,3.84,70,3.3,70,3.14,68,3.82,66,2.99,64,3.72,65,2.64,64,3.17,63,2.87,64,3.24,63,3.38,64,3.17,0,74,70,70,68,66,64,65,64,63,64,63,64,3.84,3.3,3.14,3.82,2.99,3.72,2.64,3.17,2.87,3.24,3.38,3.17,3.84,74,39.28,795,TRUE,M6,M6Ipswich
M,181,Nkunku,6.2,6.2,Chelsea,39,2.58,44,2.95,43,3.28,44,2.4,44,3.29,46,2.76,44,2.45,42,3,43,3.1,43,3.34,44,2.59,44,3.33,0.07,39,44,43,44,44,46,44,42,43,43,44,44,2.58,2.95,3.28,2.4,3.29,2.76,2.45,3,3.1,3.34,2.59,3.33,3.34,46,35.07,520,TRUE,M6.2,M6Chelsea
M,550,Hee Chan,6.3,6.3,Wolves,70,3.13,68,2.96,67,3.07,65,2.55,65,2.81,64,3.32,64,3.93,63,2.87,60,3.31,64,3.09,63,2.9,60,3.56,0,70,68,67,65,65,64,64,63,60,64,63,60,3.13,2.96,3.07,2.55,2.81,3.32,3.93,2.87,3.31,3.09,2.9,3.56,3.93,70,37.5,773,TRUE,M6.3,M6.5Wolves
M,525,Kudus,6.4,6.4,West Ham,82,3.71,74,3.2,74,3.99,72,2.79,71,3.3,70,2.99,71,3.77,71,2.92,70,2.63,70,3.23,71,3.8,72,3.11,0,82,74,74,72,71,70,71,71,70,70,71,72,3.71,3.2,3.99,2.79,3.3,2.99,3.77,2.92,2.63,3.23,3.8,3.11,3.99,82,39.44,868,TRUE,M6.4,M6.5West Ham
M,492,Kulusevski,6.3,6.3,Spurs,60,3.17,58,2.57,55,2.46,51,2.73,48,2.31,47,2.46,48,2.83,47,1.72,46,2.52,51,2.43,48,2.41,47,2.54,0,60,58,55,51,48,47,48,47,46,51,48,47,3.17,2.57,2.46,2.73,2.31,2.46,2.83,1.72,2.52,2.43,2.41,2.54,3.17,60,30.15,606,TRUE,M6.3,M6.5Spurs
M,491,Johnson,6.4,6.4,Spurs,50,3.28,45,2.42,45,2.46,41,2.72,39,2.25,37,2.38,38,2.8,39,1.65,38,2.5,35,2.12,37,2.3,40,2.68,0,50,45,45,41,39,37,38,39,38,35,37,40,3.28,2.42,2.46,2.72,2.25,2.38,2.8,1.65,2.5,2.12,2.3,2.68,3.28,50,29.56,484,TRUE,M6.4,M6.5Spurs
M,433,Gibbs-White,6.5,6.5,Nott'm Forest,84,3.55,82,4.13,79,3.16,78,3.92,77,3.8,80,4.28,75,3.7,76,2.61,74,4.09,75,2.51,74,3.1,76,3.76,0.1,84,82,79,78,77,80,75,76,74,75,74,76,3.55,4.13,3.16,3.92,3.8,4.28,3.7,2.61,4.09,2.51,3.1,3.76,4.28,84,42.61,930,TRUE,M6.5,M6.5Nott'm Forest
M,531,Ward-Prowse,6.3,6.3,Nott'm Forest,70,2.54,71,3.1,69,2.43,72,3.07,70,2.91,0,0,71,2.98,70,2.16,67,3.15,66,1.96,65,2.38,66,2.82,0,70,71,69,72,70,0,71,70,67,66,65,66,2.54,3.1,2.43,3.07,2.91,0,2.98,2.16,3.15,1.96,2.38,2.82,3.15,72,29.5,757,TRUE,M6.3,M6.5Nott'm Forest
M,394,Bruno G.,6.4,6.4,Newcastle,89,3.1,87,2.71,84,3.11,81,3.13,81,2.58,81,2.57,81,2.85,80,3.22,79,2.73,78,2.64,77,2.75,76,3.35,0,89,87,84,81,81,81,81,80,79,78,77,76,3.1,2.71,3.11,3.13,2.58,2.57,2.85,3.22,2.73,2.64,2.75,3.35,3.35,89,34.74,974,TRUE,M6.4,M6.5Newcastle
M,392,Barnes,6.4,6.4,Newcastle,54,2.9,50,2.35,47,2.72,47,2.82,50,2.5,48,2.29,47,2.68,47,2.89,46,2.51,46,2.4,47,2.6,48,3.28,0,54,50,47,47,50,48,47,47,46,46,47,48,2.9,2.35,2.72,2.82,2.5,2.29,2.68,2.89,2.51,2.4,2.6,3.28,3.28,54,31.94,577,TRUE,M6.4,M6.5Newcastle
M,372,Garnacho,6.4,6.4,Man Utd,64,3.3,64,3.36,69,3.36,67,3.89,67,3.36,65,3.4,66,4.21,65,3.6,65,4.03,67,2.59,65,3.77,63,2.31,0.01,64,64,69,67,67,65,66,65,65,67,65,63,3.3,3.36,3.36,3.89,3.36,3.4,4.21,3.6,4.03,2.59,3.77,2.31,4.21,69,41.18,787,TRUE,M6.4,M6.5Man Utd
M,571,Sávio,6.5,6.5,Man City,46,2.32,44,2.46,46,2.94,46,2.84,45,3.34,45,2.67,45,2.49,44,2.63,47,2.26,47,3.03,44,2.54,45,2.79,0,46,44,46,46,45,45,45,44,47,47,44,45,2.32,2.46,2.94,2.84,3.34,2.67,2.49,2.63,2.26,3.03,2.54,2.79,3.34,47,32.31,544,TRUE,M6.5,M6.5Man City
M,336,Szoboszlai,6.5,6.5,Liverpool,76,4.5,76,4.18,74,3.56,71,3.75,68,2.65,66,3.62,66,3.66,63,3.48,64,2.71,65,3.16,64,3.38,65,3.69,0,76,76,74,71,68,66,66,63,64,65,64,65,4.5,4.18,3.56,3.75,2.65,3.62,3.66,3.48,2.71,3.16,3.38,3.69,4.5,76,42.34,818,TRUE,M6.5,M6.5Liverpool
M,329,Mac Allister,6.4,6.4,Liverpool,84,3.89,82,3.47,84,3.16,80,3.31,78,2.46,78,3.35,76,3.27,77,3.36,76,2.56,76,2.89,75,3.13,75,3.45,0,84,82,84,80,78,78,76,77,76,76,75,75,3.89,3.47,3.16,3.31,2.46,3.35,3.27,3.36,2.56,2.89,3.13,3.45,3.89,84,38.3,941,TRUE,M6.4,M6.5Liverpool
M,621,João Félix,6.5,6.5,Chelsea,35,2.29,36,2.35,36,2.65,36,1.93,37,2.67,40,2.35,35,1.97,37,2.55,37,2.58,37,2.69,35,2.07,37,2.64,0,35,36,36,36,37,40,35,37,37,37,35,37,2.29,2.35,2.65,1.93,2.67,2.35,1.97,2.55,2.58,2.69,2.07,2.64,2.69,40,28.74,438,TRUE,M6.5,M6.5Chelsea
M,560,Neto,6.4,6.4,Chelsea,32,1.95,33,1.95,33,2.24,33,1.63,33,2.19,40,2.1,35,1.79,35,2.22,33,2.16,34,2.25,35,1.89,32,2.14,0,32,33,33,33,33,40,35,35,33,34,35,32,1.95,1.95,2.24,1.63,2.19,2.1,1.79,2.22,2.16,2.25,1.89,2.14,2.25,40,24.51,408,TRUE,M6.4,M6.5Chelsea
M,136,Mitoma,6.7,6.7,Brighton,84,4.26,82,3.21,79,3.65,78,3.3,77,4.18,75,2.77,76,2.78,74,3.33,73,4.26,75,3.25,75,3.58,74,3.68,0.01,84,82,79,78,77,75,76,74,73,75,75,74,4.26,3.21,3.65,3.3,4.18,2.77,2.78,3.33,4.26,3.25,3.58,3.68,4.26,84,42.25,922,TRUE,M6.7,M6.5Brighton
M,28,Bailey,6.4,6.4,Aston Villa,66,4.1,71,3.86,69,3.72,68,3.34,67,3.92,67,3.02,65,2.69,66,3.73,65,2.92,66,3.77,66,4.34,67,3.3,0,66,71,69,68,67,67,65,66,65,66,66,67,4.1,3.86,3.72,3.34,3.92,3.02,2.69,3.73,2.92,3.77,4.34,3.3,4.34,71,42.71,803,TRUE,M6.4,M6.5Aston Villa
M,16,Rice,6.3,6.3,Arsenal,91,2.55,87,3.85,85,3.94,83,3.12,81,2.84,81,2.83,80,2.54,77,3.08,77,2.72,76,2.9,76,2.69,77,3.22,0,91,87,85,83,81,81,80,77,77,76,76,77,2.55,3.85,3.94,3.12,2.84,2.83,2.54,3.08,2.72,2.9,2.69,3.22,3.94,91,36.28,971,TRUE,M6.3,M6.5Arsenal
M,364,Amad,5,5,Man Utd,62,3.08,53,2.73,45,2.23,46,2.67,46,2.33,45,2.39,47,3.03,46,2.55,45,2.8,46,1.83,46,2.71,47,1.79,0,62,53,45,46,46,45,47,46,45,46,46,47,3.08,2.73,2.23,2.67,2.33,2.39,3.03,2.55,2.8,1.83,2.71,1.79,3.08,62,30.14,574,TRUE,M5,M5Man Utd
M,323,Gravenberch,5,5,Liverpool,64,2.85,64,2.66,61,2.36,59,2.36,58,1.93,59,2.49,58,2.42,56,2.38,57,1.95,55,2.09,57,2.35,56,2.39,0,64,64,61,59,58,59,58,56,57,55,57,56,2.85,2.66,2.36,2.36,1.93,2.49,2.42,2.38,1.95,2.09,2.35,2.39,2.85,64,28.23,704,TRUE,M5,M5Liverpool
M,632,Ogbene,5,5,Ipswich,45,2.13,51,2.23,53,2.22,55,2.71,56,2.3,56,2.83,54,2.05,53,2.32,54,2.22,52,2.39,55,2.56,53,2.35,0,45,51,53,55,56,56,54,53,54,52,55,53,2.13,2.23,2.22,2.71,2.3,2.83,2.05,2.32,2.22,2.39,2.56,2.35,2.83,56,28.31,637,TRUE,M5,M5Ipswich
M,216,Wharton,4.9,4.9,Crystal Palace,80,2.65,77,2.53,75,2.35,75,2.4,74,2.48,72,2.47,71,2.55,71,2.2,73,2.53,72,2.49,74,2.1,74,2.27,0,80,77,75,75,74,72,71,71,73,72,74,74,2.65,2.53,2.35,2.4,2.48,2.47,2.55,2.2,2.53,2.49,2.1,2.27,2.65,80,29.02,888,TRUE,M4.9,M5Crystal Palace
M,168,Enzo,5,5,Chelsea,87,3.14,83,3.12,82,3.4,82,2.5,80,3.16,80,2.72,80,2.59,79,3.13,80,3.14,77,3.11,79,2.63,77,3.11,0,87,83,82,82,80,80,80,79,80,77,79,77,3.14,3.12,3.4,2.5,3.16,2.72,2.59,3.13,3.14,3.11,2.63,3.11,3.4,87,35.75,966,TRUE,M5,M5Chelsea
M,149,Wieffer,5,5,Brighton,67,2.26,84,2.35,82,2.55,81,2.34,80,2.79,79,2.09,78,2.09,77,2.35,77,2.79,77,2.34,77,2.44,76,2.46,0,67,84,82,81,80,79,78,77,77,77,77,76,2.26,2.35,2.55,2.34,2.79,2.09,2.09,2.35,2.79,2.34,2.44,2.46,2.79,84,28.85,935,TRUE,M5,M5Brighton
M,101,Nørgaard,4.9,4.9,Brentford,87,2.37,85,2.71,82,2.85,79,2.23,76,2.77,76,2.32,74,2.54,74,2.37,73,2.66,73,2.14,71,2.31,70,1.99,0,87,85,82,79,76,76,74,74,73,73,71,70,2.37,2.71,2.85,2.23,2.77,2.32,2.54,2.37,2.66,2.14,2.31,1.99,2.85,87,29.26,920,TRUE,M4.9,M5Brentford
M,314,Carvalho,4.8,4.8,Brentford,55,2.52,57,3.18,54,3.45,49,2.39,45,2.93,41,2.19,43,2.64,36,1.96,30,2.03,29,1.5,30,1.78,30,1.49,0,55,57,54,49,45,41,43,36,30,29,30,30,2.52,3.18,3.45,2.39,2.93,2.19,2.64,1.96,2.03,1.5,1.78,1.49,3.45,57,28.06,499,TRUE,M4.8,M5Brentford
M,63,Christie,4.9,4.9,Bournemouth,68,2.07,69,2.89,65,2.45,65,2.09,65,2.17,61,1.89,58,2.05,55,2.12,56,2.09,57,2.09,56,2.16,53,2.11,0,68,69,65,65,65,61,58,55,56,57,56,53,2.07,2.89,2.45,2.09,2.17,1.89,2.05,2.12,2.09,2.09,2.16,2.11,2.89,69,26.18,728,TRUE,M4.9,M5Bournemouth
M,64,Cook,5,5,Bournemouth,88,2.16,82,2.77,81,2.44,78,2.09,75,2.08,74,1.91,73,2.06,72,2.14,70,2.1,70,2.05,69,2.11,70,2.19,0,88,82,81,78,75,74,73,72,70,70,69,70,2.16,2.77,2.44,2.09,2.08,1.91,2.06,2.14,2.1,2.05,2.11,2.19,2.77,88,26.1,902,TRUE,M5,M5Bournemouth
M,54,Rogers,5.1,5.1,Aston Villa,79,4.42,76,3.78,75,3.63,74,3.26,72,3.79,70,2.88,71,2.64,72,3.65,72,2.88,70,3.58,70,4.12,71,3.17,0.78,79,76,75,74,72,70,71,72,72,70,70,71,4.42,3.78,3.63,3.26,3.79,2.88,2.64,3.65,2.88,3.58,4.12,3.17,4.42,79,41.8,872,TRUE,M5.1,M5Aston Villa
M,233,Onana,5.1,5.1,Aston Villa,77,2.81,63,2.26,50,1.81,45,1.61,46,1.76,44,1.46,45,1.44,45,1.71,45,1.46,45,1.71,43,1.78,45,1.59,0,77,63,50,45,46,44,45,45,45,45,43,45,2.81,2.26,1.81,1.61,1.76,1.46,1.44,1.71,1.46,1.71,1.78,1.59,2.81,77,21.4,593,TRUE,M5.1,M5Aston Villa
M,584,Brereton Díaz,5.4,5.4,Southampton,75,4.7,72,3.54,70,2.65,69,4.39,68,2.43,66,4.13,66,3.5,65,3.13,65,2.97,63,3.22,63,3.02,65,3.39,0.02,75,72,70,69,68,66,66,65,65,63,63,65,4.7,3.54,2.65,4.39,2.43,4.13,3.5,3.13,2.97,3.22,3.02,3.39,4.7,75,41.07,807,TRUE,M5.4,M5.5Southampton
M,434,Hudson-Odoi,5.4,5.4,Nott'm Forest,73,2.87,71,3.31,70,2.65,67,3.09,66,2.94,68,3.24,65,2.97,64,2.2,66,3.35,62,2.05,64,2.53,63,2.88,0,73,71,70,67,66,68,65,64,66,62,64,63,2.87,3.31,2.65,3.09,2.94,3.24,2.97,2.2,3.35,2.05,2.53,2.88,3.35,73,34.08,799,TRUE,M5.4,M5.5Nott'm Forest
M,432,Elanga,5.3,5.3,Nott'm Forest,57,2.44,57,2.89,60,2.41,59,2.9,60,2.88,65,3.29,60,2.89,57,2.07,56,3.04,57,1.95,56,2.36,56,2.75,0,57,57,60,59,60,65,60,57,56,57,56,56,2.44,2.89,2.41,2.9,2.88,3.29,2.89,2.07,3.04,1.95,2.36,2.75,3.29,65,31.87,700,TRUE,M5.3,M5.5Nott'm Forest
M,298,Mavididi,5.3,5.3,Leicester,56,3.15,47,1.84,42,2.37,39,2.15,39,2.21,40,2.15,36,1.72,39,2.01,38,1.89,39,2.17,40,2.14,38,1.79,0.03,56,47,42,39,39,40,36,39,38,39,40,38,3.15,1.84,2.37,2.15,2.21,2.15,1.72,2.01,1.89,2.17,2.14,1.79,3.15,56,25.59,493,TRUE,M5.3,M5.5Leicester
M,274,Hutchinson,5.4,5.4,Ipswich,69,2.94,67,2.67,65,2.48,65,2.92,62,2.4,61,2.9,64,2.29,62,2.56,63,2.45,62,2.65,62,2.74,63,2.55,0,69,67,65,65,62,61,64,62,63,62,62,63,2.94,2.67,2.48,2.92,2.4,2.9,2.29,2.56,2.45,2.65,2.74,2.55,2.94,69,31.55,765,TRUE,M5.4,M5.5Ipswich
M,240,Andreas,5.4,5.4,Fulham,77,3.71,76,3.23,75,2.47,75,3.55,72,3.27,73,3.58,72,3.05,73,3.85,72,2.84,72,3.36,72,2.76,72,2.58,0,77,76,75,75,72,73,72,73,72,72,72,72,3.71,3.23,2.47,3.55,3.27,3.58,3.05,3.85,2.84,3.36,2.76,2.58,3.85,77,38.25,881,TRUE,M5.4,M5.5Fulham
M,19,Smith Rowe,5.7,5.7,Fulham,74,3.56,69,3.11,67,2.25,65,3.12,64,3.01,63,3.24,62,2.71,62,3.37,63,2.58,63,3.04,64,2.52,62,2.37,0.23,74,69,67,65,64,63,62,62,63,63,64,62,3.56,3.11,2.25,3.12,3.01,3.24,2.71,3.37,2.58,3.04,2.52,2.37,3.56,74,34.88,778,TRUE,M5.7,M5.5Fulham
M,230,McNeil,5.4,5.4,Everton,87,3.7,82,3.63,81,3.57,81,3.47,78,3.48,78,3.36,77,3,76,3.4,77,2.83,76,3.67,76,2.88,77,2.4,0,87,82,81,81,78,78,77,76,77,76,76,77,3.7,3.63,3.57,3.47,3.48,3.36,3,3.4,2.83,3.67,2.88,2.4,3.7,87,39.39,946,TRUE,M5.4,M5.5Everton
M,224,Harrison,5.4,5.4,Everton,56,2.5,69,3.13,67,2.96,64,2.87,64,2.95,63,2.88,62,2.55,61,2.88,63,2.46,61,2.98,62,2.45,61,2.05,0,56,69,67,64,64,63,62,61,63,61,62,61,2.5,3.13,2.96,2.87,2.95,2.88,2.55,2.88,2.46,2.98,2.45,2.05,3.13,69,32.66,753,TRUE,M5.4,M5.5Everton
M,135,Minteh,5.5,5.5,Brighton,75,4.09,73,3.15,71,3.69,70,3.29,68,4.08,67,2.72,67,2.73,66,3.33,64,4.11,64,3.16,64,3.51,63,3.56,0.13,75,73,71,70,68,67,67,66,64,64,64,63,4.09,3.15,3.69,3.29,4.08,2.72,2.73,3.33,4.11,3.16,3.51,3.56,4.11,75,41.42,812,TRUE,M5.5,M5.5Brighton
M,106,Schade,5.4,5.4,Brentford,79,3.35,76,3.9,74,4.32,69,3.03,66,4.01,66,3.15,66,3.67,57,2.94,48,2.87,46,2.14,45,2.39,45,1.98,0,79,76,74,69,66,66,66,57,48,46,45,45,3.35,3.9,4.32,3.03,4.01,3.15,3.67,2.94,2.87,2.14,2.39,1.98,4.32,79,37.75,737,TRUE,M5.4,M5.5Brentford
M,95,Jensen,5.4,5.4,Brentford,0,0,0,0,0,0,28,1.04,59,2.65,68,2.47,68,2.81,67,2.57,67,2.96,66,2.31,66,2.57,66,2.19,0,0,0,0,28,59,68,68,67,67,66,66,66,0,0,0,1.04,2.65,2.47,2.81,2.57,2.96,2.31,2.57,2.19,2.96,68,21.57,555,TRUE,M5.4,M5.5Brentford
M,78,Semenyo,5.6,5.6,Bournemouth,79,2.88,74,4.32,73,3.51,74,2.87,72,3.03,69,2.55,68,2.97,68,3.33,66,3.18,68,3.21,68,3.29,65,3.32,0.03,79,74,73,74,72,69,68,68,66,68,68,65,2.88,4.32,3.51,2.87,3.03,2.55,2.97,3.33,3.18,3.21,3.29,3.32,4.32,79,38.46,844,TRUE,M5.6,M5.5Bournemouth
M,83,Tavernier,5.5,5.5,Bournemouth,63,2.42,57,3.33,57,2.83,58,2.38,56,2.47,56,2.17,55,2.53,54,2.71,53,2.67,55,2.68,54,2.7,56,2.91,0,63,57,57,58,56,56,55,54,53,55,54,56,2.42,3.33,2.83,2.38,2.47,2.17,2.53,2.71,2.67,2.68,2.7,2.91,3.33,63,31.8,674,TRUE,M5.5,M5.5Bournemouth
M,48,McGinn,5.4,5.4,Aston Villa,82,3.94,80,3.38,80,3.32,79,3.06,76,3.52,78,2.81,77,2.58,77,3.41,77,2.73,76,3.34,75,3.8,74,2.9,0,82,80,80,79,76,78,77,77,77,76,75,74,3.94,3.38,3.32,3.06,3.52,2.81,2.58,3.41,2.73,3.34,3.8,2.9,3.94,82,38.79,931,TRUE,M5.4,M5.5Aston Villa
M,57,Tielemans,5.5,5.5,Aston Villa,75,3.45,72,3.06,70,2.91,67,2.62,65,2.92,66,2.36,63,2.21,64,2.84,63,2.3,64,2.87,63,3.12,64,2.53,0,75,72,70,67,65,66,63,64,63,64,63,64,3.45,3.06,2.91,2.62,2.92,2.36,2.21,2.84,2.3,2.87,3.12,2.53,3.45,75,33.19,796,TRUE,M5.5,M5.5Aston Villa
M,309,Winks,4.5,4.5,Leicester,77,2.32,78,1.85,74,2.19,74,2.09,73,2.17,71,2.06,72,1.84,70,1.91,71,1.92,69,2,69,1.97,68,1.77,0.3,77,78,74,74,73,71,72,70,71,69,69,68,2.32,1.85,2.19,2.09,2.17,2.06,1.84,1.91,1.92,2,1.97,1.77,2.32,78,24.09,866,FALSE,M4.5,M4.5Leicester
M,208,M.França,4.4,4.4,Crystal Palace,0,0,3,0.19,8,0.46,10,0.55,10,0.58,12,0.69,12,0.7,12,0.66,14,0.79,13,0.69,12,0.58,13,0.65,0,0,3,8,10,10,12,12,12,14,13,12,13,0,0.19,0.46,0.55,0.58,0.69,0.7,0.66,0.79,0.69,0.58,0.65,0.79,14,6.54,119,FALSE,M4.4,M4.5Crystal Palace
M,328,M.Salah,12.7,12.6,Liverpool,88,7.68,85,6.69,83,5.62,81,6.12,80,4.06,81,6.36,80,6.37,81,6.49,80,4.38,79,5.3,80,5.88,78,6.37,0.64,88,85,83,81,80,81,80,81,80,79,80,78,7.68,6.69,5.62,6.12,4.06,6.36,6.37,6.49,4.38,5.3,5.88,6.37,7.68,88,71.32,976,TRUE,M12.6,M12.5Liverpool
M,503,Son,10,10,Spurs,89,6.38,87,4.99,85,4.94,83,6.19,84,5.03,82,5.78,81,6.61,83,3.52,82,5.92,84,5.28,82,5.38,82,5.85,0.01,89,87,85,83,84,82,81,83,82,84,82,82,6.38,4.99,4.94,6.19,5.03,5.78,6.61,3.52,5.92,5.28,5.38,5.85,6.61,89,65.87,1004,TRUE,M10,M10Spurs
