Pos,ID,Name,BV,SV,Team,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts,19_xMins,19_Pts,Elite%,Mins 4,Mins 5,Mins 6,Mins 7,Mins 8,Mins 9,Mins 10,Mins 11,Mins 12,Mins 13,Mins 14,Mins 15,EV4,EV5,EV6,EV7,EV8,EV9,EV10,EV11,EV12,EV13,EV14,EV15,Max EV,Max Mins,Sum EV,Sum Mins,Logic,PosPr,PosPrTeam
D,395,Burn,4.4,4.4,Newcastle,87,2.97,84,2.02,80,2.16,76,2.57,75,2.86,75,2.4,74,1.85,73,2.3,72,3.12,72,2.63,64,2.2,64,1.62,0,87,84,80,76,75,75,74,73,72,72,64,64,2.97,2.02,2.16,2.57,2.86,2.4,1.85,2.3,3.12,2.63,2.2,1.62,3.12,87,28.7,896,TRUE,D4.4,D4.5Newcastle
D,399,Hall,4.3,4.3,Newcastle,62,2.36,61,1.66,58,1.75,58,2.18,57,2.39,55,1.96,58,1.63,56,1.96,56,2.73,57,2.25,51,1.91,50,1.42,0.01,62,61,58,58,57,55,58,56,56,57,51,50,2.36,1.66,1.75,2.18,2.39,1.96,1.63,1.96,2.73,2.25,1.91,1.42,2.73,62,24.2,679,TRUE,D4.3,D4.5Newcastle
D,422,Aina,4.5,4.5,Nott'm Forest,83,3.33,81,3.06,78,3.04,77,2.53,75,1.52,73,3.27,73,1.13,75,1.88,77,2.61,75,2.43,72,2.05,71,2.52,0.01,83,81,78,77,75,73,73,75,77,75,72,71,3.33,3.06,3.04,2.53,1.52,3.27,1.13,1.88,2.61,2.43,2.05,2.52,3.33,83,29.37,910,TRUE,D4.5,D4.5Nott'm Forest
D,436,Murillo,4.5,4.5,Nott'm Forest,90,3.29,87,2.96,85,2.95,84,2.46,81,1.49,78,3.22,78,1.07,78,1.73,80,2.44,79,2.3,79,1.97,79,2.54,0,90,87,85,84,81,78,78,78,80,79,79,79,3.29,2.96,2.95,2.46,1.49,3.22,1.07,1.73,2.44,2.3,1.97,2.54,3.29,90,28.42,978,TRUE,D4.5,D4.5Nott'm Forest
D,474,Sugawara,4.5,4.5,Southampton,86,3.7,82,1.24,78,3.21,78,2.5,77,1.62,77,1.84,76,1.91,75,1.68,75,1.84,75,2,74,2.68,76,2.11,0,86,82,78,78,77,77,76,75,75,75,74,76,3.7,1.24,3.21,2.5,1.62,1.84,1.91,1.68,1.84,2,2.68,2.11,3.7,86,26.33,929,TRUE,D4.5,D4.5Southampton
D,506,Van de Ven,4.6,4.6,Spurs,87,3.03,84,2.67,82,2.61,81,3.33,81,1.23,78,2.81,77,2.13,77,2.07,77,2.68,74,1.76,75,2.46,74,2.97,0.02,87,84,82,81,81,78,77,77,77,74,75,74,3.03,2.67,2.61,3.33,1.23,2.81,2.13,2.07,2.68,1.76,2.46,2.97,3.33,87,29.75,947,TRUE,D4.6,D4.5Spurs
D,520,Emerson,4.4,4.4,West Ham,78,1.7,77,2.67,76,2.67,72,3.25,72,1.89,68,1.94,70,2.7,65,2.93,65,2,65,2.45,68,2.62,69,1.77,0,78,77,76,72,72,68,70,65,65,65,68,69,1.7,2.67,2.67,3.25,1.89,1.94,2.7,2.93,2,2.45,2.62,1.77,3.25,78,28.59,845,TRUE,D4.4,D4.5West Ham
D,524,Kilman,4.5,4.5,West Ham,90,1.57,87,2.53,85,2.56,81,3.09,79,1.69,76,1.78,76,2.47,76,2.94,76,1.9,75,2.33,76,2.5,77,1.6,0,90,87,85,81,79,76,76,76,76,75,76,77,1.57,2.53,2.56,3.09,1.69,1.78,2.47,2.94,1.9,2.33,2.5,1.6,3.09,90,26.96,954,TRUE,D4.5,D4.5West Ham
D,533,Aït-Nouri,4.4,4.4,Wolves,84,1.66,82,2.16,76,3,76,3.41,74,2.14,72,2.66,71,2.48,73,2.11,74,3.32,72,2.57,72,2.28,72,1.32,0.01,84,82,76,76,74,72,71,73,74,72,72,72,1.66,2.16,3,3.41,2.14,2.66,2.48,2.11,3.32,2.57,2.28,1.32,3.41,84,29.11,898,TRUE,D4.4,D4.5Wolves
D,567,Toti,4.3,4.3,Wolves,91,1.39,86,1.77,85,2.71,83,3.02,81,1.88,80,2.35,79,2.22,78,1.81,79,2.83,77,2.26,77,1.93,76,1.05,0,91,86,85,83,81,80,79,78,79,77,77,76,1.39,1.77,2.71,3.02,1.88,2.35,2.22,1.81,2.83,2.26,1.93,1.05,3.02,91,25.22,972,TRUE,D4.3,D4.5Wolves
D,338,Van den Berg,4,4,Brentford,82,1.79,72,2.83,65,1.8,63,2.1,63,2,61,2.46,61,1.42,62,1.81,63,1.16,61,2.32,64,1.52,61,1.46,0.02,82,72,65,63,63,61,61,62,63,61,64,61,1.79,2.83,1.8,2.1,2,2.46,1.42,1.81,1.16,2.32,1.52,1.46,2.83,82,22.67,778,TRUE,D4,D4Brentford
D,270,Greaves,4.1,4.1,Ipswich,91,2.95,88,2.12,86,3.06,85,1.06,84,2,82,2.11,81,2.55,81,2.24,79,2.08,78,1.92,79,1.02,78,1.6,0.47,91,88,86,85,84,82,81,81,79,78,79,78,2.95,2.12,3.06,1.06,2,2.11,2.55,2.24,2.08,1.92,1.02,1.6,3.06,91,24.71,992,TRUE,D4.1,D4Ipswich
D,291,Faes,4.2,4.1,Leicester,92,2.59,87,2.91,85,2.42,83,1.41,81,1.7,81,1.9,79,2.38,81,2.15,81,1.43,80,2.67,79,0.83,79,1.2,0.12,92,87,85,83,81,81,79,81,81,80,79,79,2.59,2.91,2.42,1.41,1.7,1.9,2.38,2.15,1.43,2.67,0.83,1.2,2.91,92,23.59,988,TRUE,D4.1,D4Leicester
D,461,Harwood-Bellis,4,4,Southampton,89,2.97,80,0.99,76,2.53,74,1.94,73,1.18,73,1.38,71,1.4,70,1.25,69,1.33,69,1.52,68,1.97,71,1.65,0.08,89,80,76,74,73,73,71,70,69,69,68,71,2.97,0.99,2.53,1.94,1.18,1.38,1.4,1.25,1.33,1.52,1.97,1.65,2.97,89,20.11,883,TRUE,D4,D4Southampton
D,456,Bella-Kotchap,3.9,3.9,Southampton,17,0.65,6,0.13,7,0.23,10,0.29,10,0.25,10,0.27,14,0.36,13,0.32,14,0.36,14,0.39,13,0.42,11,0.34,0,17,6,7,10,10,10,14,13,14,14,13,11,0.65,0.13,0.23,0.29,0.25,0.27,0.36,0.32,0.36,0.39,0.42,0.34,0.65,17,4.01,139,FALSE,D3.9,D4Southampton
D,340,Akanji,5.5,5.5,Man City,75,3.47,68,3.74,66,2.78,68,2.74,66,2.67,66,2.03,64,3.32,66,2.93,65,2.95,66,2.59,64,3.42,65,3.15,0.01,75,68,66,68,66,66,64,66,65,66,64,65,3.47,3.74,2.78,2.74,2.67,2.03,3.32,2.93,2.95,2.59,3.42,3.15,3.74,75,35.79,799,TRUE,D5.5,D5.5Man City
D,361,Rúben,5.5,5.5,Man City,76,3.42,68,3.71,65,2.66,64,2.48,65,2.55,63,1.86,63,3.22,61,2.65,63,2.75,63,2.42,64,3.4,62,2.99,0,76,68,65,64,65,63,63,61,63,63,64,62,3.42,3.71,2.66,2.48,2.55,1.86,3.22,2.65,2.75,2.42,3.4,2.99,3.71,76,34.11,777,TRUE,D5.5,D5.5Man City
D,415,Schär,5.4,5.4,Newcastle,90,3.37,86,2.16,86,2.3,84,2.86,83,3.2,82,2.62,80,2,80,2.53,79,3.52,77,2.84,80,2.7,78,1.91,0,90,86,86,84,83,82,80,80,79,77,80,78,3.37,2.16,2.3,2.86,3.2,2.62,2,2.53,3.52,2.84,2.7,1.91,3.52,90,32.01,985,TRUE,D5.4,D5.5Newcastle
D,418,Trippier,5.7,5.7,Newcastle,0,0,24,0.79,51,1.78,65,2.79,64,3.13,62,2.54,63,2.04,62,2.51,61,3.46,62,2.85,61,2.69,62,2.03,0,0,24,51,65,64,62,63,62,61,62,61,62,0,0.79,1.78,2.79,3.13,2.54,2.04,2.51,3.46,2.85,2.69,2.03,3.46,65,26.61,637,TRUE,D5.7,D5.5Newcastle
D,495,Pedro Porro,5.5,5.5,Spurs,85,4.27,86,3.63,84,3.75,82,4.69,81,1.71,80,3.96,79,3.06,78,3.06,77,3.82,77,2.53,75,3.31,74,4.16,0.33,85,86,84,82,81,80,79,78,77,77,75,74,4.27,3.63,3.75,4.69,1.71,3.96,3.06,3.06,3.82,2.53,3.31,4.16,4.69,86,41.95,958,TRUE,D5.5,D5.5Spurs
D,79,Senesi,4.8,4.8,Bournemouth,82,1.96,79,1.98,76,1.47,72,2.12,70,2.26,68,2.2,70,1.75,69,2.3,70,2.48,72,1.57,71,2.6,72,1.96,0,82,79,76,72,70,68,70,69,70,72,71,72,1.96,1.98,1.47,2.12,2.26,2.2,1.75,2.3,2.48,1.57,2.6,1.96,2.6,82,24.65,871,TRUE,D4.8,D5Bournemouth
D,122,Estupiñan,5,5,Brighton,64,2.03,60,3.13,60,1.36,57,1.59,59,2.09,58,3.08,58,2.08,58,2.47,57,2.7,57,2.14,57,2.68,57,1.81,0,64,60,60,57,59,58,58,58,57,57,57,57,2.03,3.13,1.36,1.59,2.09,3.08,2.08,2.47,2.7,2.14,2.68,1.81,3.13,64,27.16,702,TRUE,D5,D5Brighton
D,163,Cucurella,5,5,Chelsea,0,0,0,0,80,2.34,79,2.48,78,3.21,77,3.01,75,3.18,76,1.86,75,3.35,74,2.93,74,3.17,74,3.03,0,0,0,80,79,78,77,75,76,75,74,74,74,0,0,2.34,2.48,3.21,3.01,3.18,1.86,3.35,2.93,3.17,3.03,3.35,80,28.56,762,TRUE,D5,D5Chelsea
D,172,James,4.9,4.9,Chelsea,0,0,15,0.74,40,1.64,60,2.46,60,3.23,57,2.94,56,3.11,58,2.05,56,3.27,55,2.87,56,3.13,56,3.02,0,0,15,40,60,60,57,56,58,56,55,56,56,0,0.74,1.64,2.46,3.23,2.94,3.11,2.05,3.27,2.87,3.13,3.02,3.27,60,28.46,569,TRUE,D4.9,D5Chelsea
D,211,Muñoz,4.8,4.8,Crystal Palace,65,2.34,86,2.55,83,3,80,3.23,79,2.2,77,2.71,78,3.03,77,1.8,77,2.26,77,2.18,76,2.33,75,3.63,0,65,86,83,80,79,77,78,77,77,77,76,75,2.34,2.55,3,3.23,2.2,2.71,3.03,1.8,2.26,2.18,2.33,3.63,3.63,86,31.26,930,TRUE,D4.8,D5Crystal Palace
D,210,Mitchell,4.9,4.9,Crystal Palace,84,2.78,82,2.25,79,2.7,80,2.95,80,2.04,78,2.51,77,2.75,77,1.68,77,2.05,76,2.05,76,2.15,76,3.31,0,84,82,79,80,80,78,77,77,77,76,76,76,2.78,2.25,2.7,2.95,2.04,2.51,2.75,1.68,2.05,2.05,2.15,3.31,3.31,84,29.22,942,TRUE,D4.9,D5Crystal Palace
D,236,Tarkowski,4.8,4.8,Everton,93,2.81,91,3.08,89,2.76,88,2.13,87,2.85,85,1.61,85,3.09,85,1.58,83,1.22,82,1.84,83,0.86,83,2.92,0,93,91,89,88,87,85,85,85,83,82,83,83,2.81,3.08,2.76,2.13,2.85,1.61,3.09,1.58,1.22,1.84,0.86,2.92,3.09,93,26.75,1034,TRUE,D4.8,D5Everton
D,219,Branthwaite,4.8,4.8,Everton,52,1.54,85,2.87,82,2.52,81,1.97,80,2.61,81,1.52,79,2.88,78,1.46,80,1.2,79,1.77,80,0.82,79,2.81,0,52,85,82,81,80,81,79,78,80,79,80,79,1.54,2.87,2.52,1.97,2.61,1.52,2.88,1.46,1.2,1.77,0.82,2.81,2.88,85,23.97,936,TRUE,D4.8,D5Everton
D,326,Konaté,5.2,5.2,Liverpool,81,2.78,79,2.13,73,2.92,73,2.84,72,3.02,69,1.98,70,2.16,68,2.75,68,2.88,66,1.74,66,3.15,66,2.42,0,81,79,73,73,72,69,70,68,68,66,66,66,2.78,2.13,2.92,2.84,3.02,1.98,2.16,2.75,2.88,1.74,3.15,2.42,3.15,81,30.77,851,TRUE,D5.2,D5Liverpool
D,369,Dalot,5.1,5.1,Man Utd,91,3.66,86,2.96,81,2.48,78,3.74,75,2.94,75,3.41,76,1.59,74,3.28,74,1.2,72,2.88,72,2.65,72,2.56,0,91,86,81,78,75,75,76,74,74,72,72,72,3.66,2.96,2.48,3.74,2.94,3.41,1.59,3.28,1.2,2.88,2.65,2.56,3.74,91,33.35,926,TRUE,D5.1,D5Man Utd
D,593,De Ligt,5,5,Man Utd,87,3.18,85,2.71,79,2.22,72,3.14,67,2.43,67,2.8,65,1.32,68,2.81,66,1.01,67,2.41,66,2.29,65,2.12,0,87,85,79,72,67,67,65,68,66,67,66,65,3.18,2.71,2.22,3.14,2.43,2.8,1.32,2.81,1.01,2.41,2.29,2.12,3.18,87,28.44,854,TRUE,D5,D5Man Utd
D,505,Udogie,4.9,4.9,Spurs,80,3.61,80,3.13,78,3.15,76,3.98,76,1.47,72,3.24,73,2.57,70,2.52,68,3.07,70,2.15,71,2.81,70,3.55,0,80,80,78,76,76,72,73,70,68,70,71,70,3.61,3.13,3.15,3.98,1.47,3.24,2.57,2.52,3.07,2.15,2.81,3.55,3.98,80,35.25,884,TRUE,D4.9,D5Spurs
D,498,Romero,5.1,5.1,Spurs,90,3.31,86,2.87,84,2.78,83,3.66,82,1.21,81,3,81,2.34,81,2.3,81,2.95,80,1.9,81,2.72,80,3.3,0,90,86,84,83,82,81,81,81,81,80,81,80,3.31,2.87,2.78,3.66,1.21,3,2.34,2.3,2.95,1.9,2.72,3.3,3.66,90,32.34,990,TRUE,D5.1,D5Spurs
D,24,White,6.3,6.3,Arsenal,74,3.03,73,2.65,70,2.64,69,2.33,67,3.51,68,2.86,68,2.94,66,2.72,65,3.38,67,2.89,65,3.5,65,2.79,0,74,73,70,69,67,68,68,66,65,67,65,65,3.03,2.65,2.64,2.33,3.51,2.86,2.94,2.72,3.38,2.89,3.5,2.79,3.51,74,35.24,817,TRUE,D6.3,D6.5Arsenal
D,3,Gabriel,6.2,6.1,Arsenal,89,3.7,85,3.04,85,3.16,84,2.8,82,4.3,81,3.48,82,3.62,79,3.33,79,4.24,76,3.34,77,4.23,78,3.48,0.87,89,85,85,84,82,81,82,79,79,76,77,78,3.7,3.04,3.16,2.8,4.3,3.48,3.62,3.33,4.24,3.34,4.23,3.48,4.3,89,42.72,977,TRUE,D6.1,D6Arsenal
D,18,Saliba,6,6,Arsenal,91,3.48,87,2.87,85,2.95,84,2.61,82,4.04,81,3.22,80,3.26,79,3.13,81,4,81,3.37,81,4.14,80,3.3,0.22,91,87,85,84,82,81,80,79,81,81,81,80,3.48,2.87,2.95,2.61,4.04,3.22,3.26,3.13,4,3.37,4.14,3.3,4.14,91,40.37,992,TRUE,D6,D6Arsenal
D,335,Robertson,6,6,Liverpool,81,3.58,79,2.61,77,3.99,74,3.73,72,3.92,72,2.64,72,2.9,69,3.56,71,3.95,72,2.56,72,4.54,71,3.31,0.19,81,79,77,74,72,72,72,69,71,72,72,71,3.58,2.61,3.99,3.73,3.92,2.64,2.9,3.56,3.95,2.56,4.54,3.31,4.54,81,41.29,882,TRUE,D6,D6Liverpool
D,339,Virgil,6,6,Liverpool,91,3.28,89,2.48,86,3.58,85,3.52,84,3.71,83,2.48,81,2.65,83,3.48,80,3.63,82,2.3,82,4.14,82,3.14,0,91,89,86,85,84,83,81,83,80,82,82,82,3.28,2.48,3.58,3.52,3.71,2.48,2.65,3.48,3.63,2.3,4.14,3.14,4.14,91,38.39,1008,TRUE,D6,D6Liverpool
D,350,Gvardiol,5.9,5.9,Man City,78,3.87,70,4.17,68,3.01,66,2.81,66,2.92,66,2.12,67,3.77,65,3.1,65,3.13,66,2.78,66,3.81,65,3.4,0.17,78,70,68,66,66,66,67,65,65,66,66,65,3.87,4.17,3.01,2.81,2.92,2.12,3.77,3.1,3.13,2.78,3.81,3.4,4.17,78,38.89,808,TRUE,D5.9,D6Man City
D,311,Alexander-Arnold,7.1,7,Liverpool,85,3.97,82,2.93,79,4.36,78,4.22,75,4.42,77,3,75,3.25,74,4.09,74,4.32,74,2.82,72,4.85,73,3.67,0.65,85,82,79,78,75,77,75,74,74,74,72,73,3.97,2.93,4.36,4.22,4.42,3,3.25,4.09,4.32,2.82,4.85,3.67,4.85,85,45.9,918,TRUE,D7,D7Liverpool
F,351,Haaland,15.4,15.4,Man City,88,7.37,84,7.8,80,6.2,80,5.81,78,6.67,78,4.72,77,6.8,78,5.59,77,6.87,78,5.54,77,7.48,76,6.4,0.81,88,84,80,80,78,78,77,78,77,78,77,76,7.37,7.8,6.2,5.81,6.67,4.72,6.8,5.59,6.87,5.54,7.48,6.4,7.8,88,77.25,951,TRUE,F15.4,F15.5Man City
F,473,Stewart,4.6,4.6,Southampton,24,1.64,27,1.19,26,1.72,26,1.55,26,1.35,25,1.37,26,1.47,25,1.37,26,1.54,27,1.43,27,1.69,24,1.32,0.05,24,27,26,26,26,25,26,25,26,27,27,24,1.64,1.19,1.72,1.55,1.35,1.37,1.47,1.37,1.54,1.43,1.69,1.32,1.72,27,17.64,309,FALSE,F4.6,F4.5Southampton
F,539,Chiwome,4.5,4.5,Wolves,6,0.35,6,0.33,5,0.31,6,0.37,7,0.38,7,0.4,7,0.39,7,0.39,7,0.44,8,0.43,9,0.46,8,0.41,0.02,6,6,5,6,7,7,7,7,7,8,9,8,0.35,0.33,0.31,0.37,0.38,0.4,0.39,0.39,0.44,0.43,0.46,0.41,0.46,9,4.66,83,FALSE,F4.5,F4.5Wolves
F,129,João Pedro,5.5,5.5,Brighton,47,2.59,61,4.2,69,3.17,68,3.26,67,3.71,65,4.95,65,3.44,64,3.87,64,3.98,66,3.64,64,4.13,64,3.31,0.31,47,61,69,68,67,65,65,64,64,66,64,64,2.59,4.2,3.17,3.26,3.71,4.95,3.44,3.87,3.98,3.64,4.13,3.31,4.95,69,44.25,764,TRUE,F5.5,F5.5Brighton
F,232,Ndiaye,5.4,5.4,Everton,79,3.29,78,3.17,79,3.37,78,3.01,74,3.27,73,2.79,73,3.34,73,2.79,73,2.29,73,2.9,71,2.25,71,3.08,0,79,78,79,78,74,73,73,73,73,73,71,71,3.29,3.17,3.37,3.01,3.27,2.79,3.34,2.79,2.29,2.9,2.25,3.08,3.37,79,35.55,895,TRUE,F5.4,F5.5Everton
F,252,Raúl,5.6,5.6,Fulham,62,3.46,56,2.82,57,3.35,56,2.78,55,3.44,55,2.67,55,3.21,56,2.54,54,2.36,56,3.73,53,2.54,54,3.33,0,62,56,57,56,55,55,55,56,54,56,53,54,3.46,2.82,3.35,2.78,3.44,2.67,3.21,2.54,2.36,3.73,2.54,3.33,3.73,62,36.23,669,TRUE,F5.6,F5.5Fulham
