Pos,ID,Name,BV,SV,Team,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts,19_xMins,19_Pts,Elite%,Mins 4,Mins 5,Mins 6,Mins 7,Mins 8,Mins 9,Mins 10,Mins 11,Mins 12,Mins 13,Mins 14,Mins 15,EV4,EV5,EV6,EV7,EV8,EV9,EV10,EV11,EV12,EV13,EV14,EV15,Max EV,Max Mins,Sum EV,Sum Mins,Logic,PosPr,PosPrTeam
M,48,McGinn,5.2,5.2,Aston Villa,78,2.94,75,2.5,75,3.46,73,2.7,72,3.45,72,3.73,71,2.89,71,2.57,72,2.74,72,3.24,71,3.59,0,80,78,75,75,73,72,72,71,71,72,72,71,3.59,2.94,2.5,3.46,2.7,3.45,3.73,2.89,2.57,2.74,3.24,3.59,3.73,80,37.4,882,TRUE,M5.2,M5Aston Villa
M,74,O.Dango,5,5,Bournemouth,45,1.96,46,2.29,47,2.55,46,2.42,47,2.37,47,2.49,48,2.73,48,2.21,48,2.63,49,2.27,46,2.66,0,44,45,46,47,46,47,47,48,48,48,49,46,2.1,1.96,2.29,2.55,2.42,2.37,2.49,2.73,2.21,2.63,2.27,2.66,2.73,49,28.68,561,TRUE,M5,M5Bournemouth
M,101,Nørgaard,4.8,4.8,Brentford,84,2.47,79,2.62,75,2.37,74,2.74,72,2.09,72,2.31,69,1.94,70,2.35,70,2.08,70,2.01,68,2.19,0,86,84,79,75,74,72,72,69,70,70,70,68,3.04,2.47,2.62,2.37,2.74,2.09,2.31,1.94,2.35,2.08,2.01,2.19,3.04,86,28.21,889,TRUE,M4.8,M5Brentford
M,94,Janelt,4.9,4.9,Brentford,75,2.33,72,2.46,72,2.33,68,2.59,69,2.07,70,2.29,68,1.96,68,2.34,68,2.04,69,2,69,2.28,0,79,75,72,72,68,69,70,68,68,68,69,69,2.9,2.33,2.46,2.33,2.59,2.07,2.29,1.96,2.34,2.04,2,2.28,2.9,79,27.59,847,TRUE,M4.9,M5Brentford
M,126,Hinshelwood,5,5,Brighton,58,1.74,57,1.79,60,2.01,56,2.33,56,1.89,56,2.05,57,2.08,58,1.95,55,2.07,57,1.84,57,1.81,0,63,58,57,60,56,56,56,57,58,55,57,57,2.71,1.74,1.79,2.01,2.33,1.89,2.05,2.08,1.95,2.07,1.84,1.81,2.71,63,24.27,690,TRUE,M5,M5Brighton
M,168,Enzo,4.9,4.9,Chelsea,84,2.71,83,2.65,82,3.1,81,3,80,3.06,79,2.43,77,3.09,76,2.77,76,2.86,77,2.84,77,2.61,0,85,84,83,82,81,80,79,77,76,76,77,77,3.07,2.71,2.65,3.1,3,3.06,2.43,3.09,2.77,2.86,2.84,2.61,3.1,85,34.19,957,TRUE,M4.9,M5Chelsea
M,216,Wharton,4.8,4.8,Crystal Palace,69,2.37,75,2.58,72,2.2,72,2.41,72,2.42,70,2.03,71,2.18,73,2.15,71,2.19,71,2.68,71,2.27,0,62,69,75,72,72,72,70,71,73,71,71,71,2.02,2.37,2.58,2.2,2.41,2.42,2.03,2.18,2.15,2.19,2.68,2.27,2.68,75,27.5,849,TRUE,M4.8,M5Crystal Palace
M,205,Kamada,5.2,5.2,Crystal Palace,54,2.61,53,2.61,54,2.27,55,2.63,53,2.56,56,2.21,54,2.33,54,2.19,54,2.39,56,3.08,55,2.48,0,56,54,53,54,55,53,56,54,54,54,56,55,2.5,2.61,2.61,2.27,2.63,2.56,2.21,2.33,2.19,2.39,3.08,2.48,3.08,56,29.86,654,TRUE,M5.2,M5Crystal Palace
M,217,A.Doucoure,5.2,5.2,Everton,71,2.69,69,2.43,68,2.63,66,2.15,63,2.6,65,2.13,64,1.87,63,2.23,65,1.85,64,2.45,64,2.15,0,77,71,69,68,66,63,65,64,63,65,64,64,2.75,2.69,2.43,2.63,2.15,2.6,2.13,1.87,2.23,1.85,2.45,2.15,2.75,77,27.93,799,TRUE,M5.2,M5Everton
M,239,Adama,5.1,5.1,Fulham,65,3.29,65,2.87,63,3.37,61,2.46,62,2.97,64,2.51,59,2.2,61,3.41,61,2.47,58,2.92,61,3.38,0,69,65,65,63,61,62,64,59,61,61,58,61,3.18,3.29,2.87,3.37,2.46,2.97,2.51,2.2,3.41,2.47,2.92,3.38,3.41,69,35.03,749,TRUE,M5.1,M5Fulham
M,192,J.Ayew,5.2,5.2,Leicester,61,2.75,60,2.3,60,2.49,56,2.31,58,2.66,61,2.6,56,2.17,57,2.81,55,1.87,57,2.04,57,2.15,0,61,61,60,60,56,58,61,56,57,55,57,57,2.75,2.75,2.3,2.49,2.31,2.66,2.6,2.17,2.81,1.87,2.04,2.15,2.81,61,28.9,699,TRUE,M5.2,M5Leicester
M,323,Gravenberch,5,5,Liverpool,78,3.13,76,3.06,75,3.11,74,2.56,70,2.56,72,2.84,70,2.89,72,2.51,70,3.23,72,2.73,72,2.91,0,82,78,76,75,74,70,72,70,72,70,72,72,2.55,3.13,3.06,3.11,2.56,2.56,2.84,2.89,2.51,3.23,2.73,2.91,3.23,82,34.08,883,TRUE,M5,M5Liverpool
M,423,Anderson,5,5,Nott'm Forest,75,2.71,57,2.14,57,1.76,55,2.36,55,1.7,53,1.88,54,2.1,52,1.92,52,1.93,52,1.96,50,1.91,0,68,75,57,57,55,55,53,54,52,52,52,50,2.63,2.71,2.14,1.76,2.36,1.7,1.88,2.1,1.92,1.93,1.96,1.91,2.71,75,25,680,TRUE,M5,M5Nott'm Forest
M,432,Elanga,5.2,5.2,Nott'm Forest,54,2.79,45,2.15,43,1.68,44,2.48,42,1.63,44,1.92,41,2.06,43,2.01,41,2,43,2.07,44,2.11,0,49,54,45,43,44,42,44,41,43,41,43,44,2.44,2.79,2.15,1.68,2.48,1.63,1.92,2.06,2.01,2,2.07,2.11,2.79,54,25.34,533,TRUE,M5.2,M5Nott'm Forest
M,530,Souček,5,5,West Ham,66,2.4,65,2.74,62,2.15,55,1.87,56,2.25,58,2.47,56,2,57,2.26,56,2.2,57,1.97,58,1.72,0,66,66,65,62,55,56,58,56,57,56,57,58,2.62,2.4,2.74,2.15,1.87,2.25,2.47,2,2.26,2.2,1.97,1.72,2.74,66,26.65,712,TRUE,M5,M5West Ham
M,557,Mario Jr.,5,5,Wolves,83,2.75,80,2.93,76,2.23,76,2.46,74,2.31,73,2.22,71,2.6,71,2.29,71,2.31,70,1.91,72,2.39,0,86,83,80,76,76,74,73,71,71,71,70,72,2.5,2.75,2.93,2.23,2.46,2.31,2.22,2.6,2.29,2.31,1.91,2.39,2.93,86,28.9,903,TRUE,M5,M5Wolves
M,16,Rice,6.3,6.3,Arsenal,85,2.87,82,2.6,80,3.13,80,2.79,77,2.89,76,2.57,77,3.11,77,2.66,75,3.15,76,2.65,76,2.5,0,88,85,82,80,80,77,76,77,77,75,76,76,3,2.87,2.6,3.13,2.79,2.89,2.57,3.11,2.66,3.15,2.65,2.5,3.15,88,33.92,949,TRUE,M6.3,M6.5Arsenal
M,28,Bailey,6.3,6.3,Aston Villa,60,2.98,52,2.25,52,3.11,51,2.42,52,3.17,50,3.44,50,2.6,50,2.29,49,2.42,49,2.88,49,3.33,0,60,60,52,52,51,52,50,50,50,49,49,49,3.54,2.98,2.25,3.11,2.42,3.17,3.44,2.6,2.29,2.42,2.88,3.33,3.54,60,34.43,624,TRUE,M6.3,M6.5Aston Villa
M,136,Mitoma,6.6,6.6,Brighton,80,2.91,77,2.99,76,3.31,72,4.18,74,3.19,73,3.63,72,3.73,70,3.22,70,3.67,72,3.04,71,2.86,0,84,80,77,76,72,74,73,72,70,70,72,71,4.72,2.91,2.99,3.31,4.18,3.19,3.63,3.73,3.22,3.67,3.04,2.86,4.72,84,41.45,891,TRUE,M6.6,M6.5Brighton
M,386,Sancho,6.4,6.4,Chelsea,0,0,67,3.02,66,3.71,65,3.6,62,3.54,63,2.9,63,3.65,61,3.28,62,3.5,61,3.48,60,3.02,0,69,0,67,66,65,62,63,63,61,62,61,60,3.71,0,3.02,3.71,3.6,3.54,2.9,3.65,3.28,3.5,3.48,3.02,3.71,69,37.41,699,TRUE,M6.4,M6.5Chelsea
M,177,Madueke,6.5,6.5,Chelsea,74,3.44,66,2.95,65,3.67,65,3.62,64,3.69,65,2.96,63,3.81,66,3.51,63,3.58,63,3.51,62,3.17,0,71,74,66,65,65,64,65,63,66,63,63,62,3.88,3.44,2.95,3.67,3.62,3.69,2.96,3.81,3.51,3.58,3.51,3.17,3.88,74,41.79,787,TRUE,M6.5,M6.5Chelsea
M,199,Eze,6.7,6.7,Crystal Palace,83,4.78,82,4.76,81,3.95,81,4.63,81,4.66,79,3.47,78,3.92,79,3.6,78,3.91,78,5.39,78,4.19,0.37,89,83,82,81,81,81,79,78,79,78,78,78,4.73,4.78,4.76,3.95,4.63,4.66,3.47,3.92,3.6,3.91,5.39,4.19,5.39,89,51.99,967,TRUE,M6.7,M6.5Crystal Palace
M,336,Szoboszlai,6.4,6.4,Liverpool,67,3.7,66,3.79,65,3.81,63,2.89,61,3.06,62,3.44,62,3.61,60,2.85,61,4.02,60,3.2,62,3.57,0,71,67,66,65,63,61,62,62,60,61,60,62,2.91,3.7,3.79,3.81,2.89,3.06,3.44,3.61,2.85,4.02,3.2,3.57,4.02,71,40.85,760,TRUE,M6.4,M6.5Liverpool
M,625,Gündogan,6.5,6.5,Man City,57,2.72,55,2.61,56,2.82,56,2.24,55,3.05,53,2.59,56,3.04,53,2.45,53,3.1,54,2.93,56,3.18,0,58,57,55,56,56,55,53,56,53,53,54,56,3.53,2.72,2.61,2.82,2.24,3.05,2.59,3.04,2.45,3.1,2.93,3.18,3.53,58,34.26,662,TRUE,M6.5,M6.5Man City
M,571,Sávio,6.5,6.5,Man City,47,2.68,46,2.64,46,2.73,46,2.2,49,3.13,47,2.71,45,2.87,45,2.53,43,2.98,45,2.87,46,3.09,0,52,47,46,46,46,49,47,45,45,43,45,46,3.77,2.68,2.64,2.73,2.2,3.13,2.71,2.87,2.53,2.98,2.87,3.09,3.77,52,34.2,557,TRUE,M6.5,M6.5Man City
M,394,Bruno G.,6.3,6.3,Newcastle,86,2.66,83,2.91,82,3.35,80,2.77,78,2.58,76,2.69,74,3.33,76,2.9,74,2.87,75,2.48,76,2.36,0,89,86,83,82,80,78,76,74,76,74,75,76,2.79,2.66,2.91,3.35,2.77,2.58,2.69,3.33,2.9,2.87,2.48,2.36,3.35,89,33.69,949,TRUE,M6.3,M6.5Newcastle
M,392,Barnes,6.5,6.5,Newcastle,55,2.51,54,2.87,54,3.33,54,2.81,55,2.7,53,2.91,55,3.65,54,3.13,52,3.01,53,2.71,51,2.46,0,58,55,54,54,54,55,53,55,54,52,53,51,2.74,2.51,2.87,3.33,2.81,2.7,2.91,3.65,3.13,3.01,2.71,2.46,3.65,58,34.83,648,TRUE,M6.5,M6.5Newcastle
M,433,Gibbs-White,6.3,6.3,Nott'm Forest,76,3.81,77,3.49,76,2.53,75,3.93,75,2.45,73,2.91,74,3.35,73,3.1,73,3.18,70,3.09,71,3.16,0,33,76,77,76,75,75,73,74,73,73,70,71,1.55,3.81,3.49,2.53,3.93,2.45,2.91,3.35,3.1,3.18,3.09,3.16,3.93,77,36.55,846,TRUE,M6.3,M6.5Nott'm Forest
M,491,Johnson,6.7,6.7,Spurs,64,3.67,60,4.43,60,2.53,59,3.77,59,3.31,59,3.47,60,3.85,58,3.02,59,3.3,56,3.97,59,3.67,0.13,66,64,60,60,59,59,59,60,58,59,56,59,3.74,3.67,4.43,2.53,3.77,3.31,3.47,3.85,3.02,3.3,3.97,3.67,4.43,66,42.73,719,TRUE,M6.7,M6.5Spurs
M,525,Kudus,6.3,6.3,West Ham,0,0,0,0,0,0,71,2.79,70,3.39,67,3.72,70,3.06,70,3.45,70,3.41,70,2.86,69,2.34,0,0,0,0,0,71,70,67,70,70,70,70,69,0,0,0,0,2.79,3.39,3.72,3.06,3.45,3.41,2.86,2.34,3.72,71,25.02,557,TRUE,M6.3,M6.5West Ham
M,611,Szmodics,5.8,5.8,Ipswich,47,2.89,45,2.02,47,2.5,45,2.21,46,2.48,45,2.46,45,2.33,47,2.46,48,1.84,43,2.22,45,2.15,0,46,47,45,47,45,46,45,45,47,48,43,45,2.28,2.89,2.02,2.5,2.21,2.48,2.46,2.33,2.46,1.84,2.22,2.15,2.89,48,27.84,549,TRUE,M5.8,M6Ipswich
M,329,Mac Allister,6.2,6.2,Liverpool,79,3.44,77,3.44,75,3.42,75,2.72,75,2.9,72,3.16,72,3.35,73,2.67,70,3.74,71,3.02,70,3.24,0,81,79,77,75,75,75,72,72,73,70,71,70,2.65,3.44,3.44,3.42,2.72,2.9,3.16,3.35,2.67,3.74,3.02,3.24,3.74,81,37.75,890,TRUE,M6.2,M6Liverpool
M,372,Garnacho,6.2,6.2,Man Utd,76,3.83,75,4.66,72,3.97,72,4.34,70,2.64,70,3.92,68,2.54,70,3.96,69,3.63,68,3.7,68,2.68,0,78,76,75,72,72,70,70,68,70,69,68,68,3.84,3.83,4.66,3.97,4.34,2.64,3.92,2.54,3.96,3.63,3.7,2.68,4.66,78,43.71,856,TRUE,M6.2,M6Man Utd
M,403,Joelinton,6,6,Newcastle,56,1.96,56,2.16,58,2.62,61,2.4,59,2.17,61,2.43,62,3.03,61,2.59,61,2.59,64,2.37,61,2.17,0,69,56,56,58,61,59,61,62,61,61,64,61,2.44,1.96,2.16,2.62,2.4,2.17,2.43,3.03,2.59,2.59,2.37,2.17,3.03,69,28.93,729,TRUE,M6,M6Newcastle
M,531,Ward-Prowse,6.2,6.2,Nott'm Forest,0,0,73,2.95,69,2.19,67,3.12,65,2.08,66,2.4,63,2.58,61,2.39,58,2.29,60,2.41,60,2.4,0,79,0,73,69,67,65,66,63,61,58,60,60,3.21,0,2.95,2.19,3.12,2.08,2.4,2.58,2.39,2.29,2.41,2.4,3.21,79,28.02,721,TRUE,M6.2,M6Nott'm Forest
M,492,Kulusevski,6.2,6.2,Spurs,78,3.56,73,4.18,74,2.54,72,3.63,71,3.17,70,3.35,68,3.47,68,2.89,69,3.11,69,3.78,69,3.41,0,80,78,73,74,72,71,70,68,68,69,69,69,3.59,3.56,4.18,2.54,3.63,3.17,3.35,3.47,2.89,3.11,3.78,3.41,4.18,80,40.68,861,TRUE,M6.2,M6Spurs
M,527,L.Paquetá,5.9,5.9,West Ham,73,3.35,71,3.95,70,3.03,66,2.75,65,3.36,64,3.72,65,2.86,65,3.38,62,3.19,62,2.72,63,2.25,0,74,73,71,70,66,65,64,65,65,62,62,63,3.94,3.35,3.95,3.03,2.75,3.36,3.72,2.86,3.38,3.19,2.72,2.25,3.95,74,38.5,800,TRUE,M5.9,M6West Ham
M,99,Mbeumo,7.6,7.4,Brentford,84,4.44,81,5.18,80,4.61,79,5.71,78,3.98,77,4.75,77,3.79,77,4.85,75,3.93,75,3.59,73,4.47,0.99,86,84,81,80,79,78,77,77,77,75,75,73,6.29,4.44,5.18,4.61,5.71,3.98,4.75,3.79,4.85,3.93,3.59,4.47,6.29,86,55.59,942,TRUE,M7.4,M7.5Brentford
M,317,Diogo J.,7.4,7.4,Liverpool,58,3.95,55,3.93,55,4.04,53,2.88,53,3.21,52,3.58,51,3.64,53,2.99,51,4.26,51,3.35,52,3.68,0.01,45,58,55,55,53,53,52,51,53,51,51,52,2.19,3.95,3.93,4.04,2.88,3.21,3.58,3.64,2.99,4.26,3.35,3.68,4.26,58,41.7,629,TRUE,M7.4,M7.5Liverpool
M,398,Gordon,7.3,7.3,Newcastle,83,3.41,83,3.91,80,4.5,79,3.65,76,3.38,77,3.75,76,4.8,77,4.09,76,3.94,75,3.42,76,3.2,0,86,83,83,80,79,76,77,76,77,76,75,76,3.69,3.41,3.91,4.5,3.65,3.38,3.75,4.8,4.09,3.94,3.42,3.2,4.8,86,45.74,944,TRUE,M7.3,M7.5Newcastle
M,494,Maddison,7.6,7.6,Spurs,73,4.1,73,5.21,71,2.88,70,4.33,68,3.71,67,3.96,68,4.31,65,3.37,67,3.65,67,4.62,66,4.06,0.02,75,73,73,71,70,68,67,68,65,67,67,66,4.16,4.1,5.21,2.88,4.33,3.71,3.96,4.31,3.37,3.65,4.62,4.06,5.21,75,48.36,830,TRUE,M7.6,M7.5Spurs
M,514,Bowen,7.4,7.4,West Ham,86,4.19,83,5.18,82,3.67,78,3.37,78,4.34,78,4.89,78,3.8,76,4.31,77,4.32,78,3.55,76,2.79,0.02,91,86,83,82,78,78,78,78,76,77,78,76,4.86,4.19,5.18,3.67,3.37,4.34,4.89,3.8,4.31,4.32,3.55,2.79,5.18,91,49.27,961,TRUE,M7.4,M7.5West Ham
M,23,Trossard,6.9,6.9,Arsenal,53,2.85,48,2.51,40,2.63,39,2.35,38,2.5,37,2.16,40,2.8,39,2.26,37,2.75,37,2.24,38,2.21,0,67,53,48,40,39,38,37,40,39,37,37,38,3.48,2.85,2.51,2.63,2.35,2.5,2.16,2.8,2.26,2.75,2.24,2.21,3.48,67,30.74,513,TRUE,M6.9,M7Arsenal
M,9,Martinelli,7,7,Arsenal,61,3.23,63,3.2,55,3.45,54,3.12,52,3.23,52,2.89,49,3.33,51,2.85,49,3.5,48,2.78,48,2.65,0,66,61,63,55,54,52,52,49,51,49,48,48,3.37,3.23,3.2,3.45,3.12,3.23,2.89,3.33,2.85,3.5,2.78,2.65,3.5,66,37.6,648,TRUE,M7,M7Arsenal
M,385,Rashford,6.9,6.9,Man Utd,67,3.93,67,5.09,66,4.28,64,4.56,65,2.82,64,4.26,64,2.76,63,4.24,64,3.91,65,4.1,65,3,0,69,67,67,66,64,65,64,64,63,64,65,65,3.97,3.93,5.09,4.28,4.56,2.82,4.26,2.76,4.24,3.91,4.1,3,5.09,69,46.92,783,TRUE,M6.9,M7Man Utd
M,13,Ødegaard,8.2,8.2,Arsenal,36,1.8,71,3.23,84,4.86,83,4.34,82,4.69,83,4.12,82,5.23,82,4.18,81,5.4,82,4.38,83,4.13,0,0,36,71,84,83,82,83,82,82,81,82,83,0,1.8,3.23,4.86,4.34,4.69,4.12,5.23,4.18,5.4,4.38,4.13,5.4,84,46.36,849,TRUE,M8.2,M8Arsenal
M,327,Luis Díaz,7.9,7.9,Liverpool,63,3.85,60,3.8,61,4,58,2.91,58,3.18,57,3.48,56,3.63,55,2.9,57,4.34,57,3.42,57,3.66,0.17,64,63,60,61,58,58,57,56,55,57,57,57,2.84,3.85,3.8,4,2.91,3.18,3.48,3.63,2.9,4.34,3.42,3.66,4.34,64,42.01,703,TRUE,M7.9,M8Liverpool
M,366,B.Fernandes,8.2,8.2,Man Utd,85,4.68,80,5.73,79,4.69,79,5.43,79,3.27,78,4.91,78,3.17,76,4.89,77,4.39,74,4.52,74,3.22,0.36,88,85,80,79,79,79,78,78,76,77,74,74,4.75,4.68,5.73,4.69,5.43,3.27,4.91,3.17,4.89,4.39,4.52,3.22,5.73,88,53.65,947,TRUE,M8.2,M8Man Utd
M,345,De Bruyne,9.4,9.4,Man City,72,4.37,75,4.49,73,4.82,71,3.56,67,4.86,69,4.32,67,4.75,67,4.09,68,5.2,68,4.8,68,5.21,0,38,72,75,73,71,67,69,67,67,68,68,68,3.12,4.37,4.49,4.82,3.56,4.86,4.32,4.75,4.09,5.2,4.8,5.21,5.21,75,53.59,803,TRUE,M9.4,M9.5Man City
M,348,Foden,9.2,9.2,Man City,73,4.48,72,4.37,70,4.64,69,3.52,68,4.9,69,4.33,68,4.8,68,4.07,68,5.31,66,4.69,68,5.08,0.09,78,73,72,70,69,68,69,68,68,68,66,68,6.68,4.48,4.37,4.64,3.52,4.9,4.33,4.8,4.07,5.31,4.69,5.08,6.68,78,56.87,837,TRUE,M9.2,M9Man City
