Pos,ID,Name,BV,SV,Team,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,424,Diop,4.2,4.2,West Ham,17,0.71,37,0.75,43,1.35
D,425,Johnson,3.9,3.9,West Ham,34,1.46,30,0.68,27,0.93
M,426,Moutinho,4.9,4.9,Wolves,84,4.73,79,3.41,79,2.10
G,427,Patrício,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00
D,428,Boly,4.9,4.9,Wolves,81,3.26,77,3.77,70,1.09
D,429,Coady,4.8,4.8,Wolves,87,3.29,84,3.74,84,1.28
F,430,Jiménez,7.5,7.5,Wolves,72,5.54,66,4.52,67,2.51
D,431,Saïss,4.8,4.8,Wolves,64,2.67,49,2.57,40,0.70
D,432,Marçal,4.2,4.2,Wolves,15,0.82,17,0.88,15,0.37
D,433,Jonny,4.5,4.5,Wolves,59,2.82,56,3.10,54,1.00
M,434,Dendoncker,4.6,4.6,Wolves,58,3.44,52,2.21,45,1.30
M,435,Traoré,5.6,5.6,Wolves,0,0.00,0,0.00,0,0.00
M,436,Neves,5.2,5.2,Wolves,60,3.49,73,3.13,80,2.06
D,437,Semedo,4.8,4.8,Wolves,68,3.09,77,4.12,76,1.28
M,438,Podence,5.5,5.5,Wolves,19,1.55,34,1.97,50,1.77
D,439,Kilman,4.5,4.5,Wolves,20,0.87,46,2.19,68,1.11
M,440,Gibbs-White,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00
M,441,Neto,6.2,6.2,Wolves,35,2.91,27,1.74,25,1.05
M,442,Otasowie,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00
D,443,Hoever,3.9,3.9,Wolves,1,0.04,1,0.03,2,0.05
G,444,Söndergaard,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00
F,445,Fabio Silva,5.6,5.6,Wolves,35,3.04,38,2.42,33,1.36
D,446,Mosquera,4.4,4.4,Wolves,0,0.00,0,0.01,0,0.00
F,447,Welbeck,5.9,5.9,Brighton,77,3.71,72,3.41,69,3.51
G,448,Gunn,4.0,4.0,Norwich,1,0.10,2,0.07,3,0.11
M,449,Rashica,5.2,5.2,Norwich,84,6.70,80,3.08,76,2.97
F,450,Dennis,5.9,5.9,Watford,75,5.85,70,3.12,68,2.20
D,451,Collins,4.3,4.3,Burnley,87,2.92,79,3.77,65,2.52
G,452,Ruddy,4.3,4.3,Wolves,1,0.05,2,0.10,3,0.12
M,453,Fernandinho,4.7,4.7,Man City,26,2.31,25,1.06,20,0.90
D,454,Pollock,4.0,4.0,Watford,0,0.00,0,0.00,0,0.00
F,455,Daka,7.0,7.0,Leicester,26,3.37,26,2.74,26,1.62
D,456,Gibson,4.4,4.4,Norwich,34,1.62,44,1.08,44,0.79
D,457,Giannoulis,4.4,4.4,Norwich,30,1.80,33,1.00,28,0.68
M,458,Soumaré,4.8,4.8,Leicester,26,2.16,25,1.90,25,0.99
M,459,Mata,4.7,4.7,Man Utd,46,2.19,0,0.00,31,1.60
D,460,Perraud,4.8,4.8,Southampton,80,2.75,77,1.57,74,2.57
M,461,Trincão,5.6,5.6,Wolves,23,2.14,22,1.44,17,0.77
M,462,Mwepu,5.9,5.9,Brighton,24,1.21,48,2.14,47,2.27
D,463,Firpo,4.7,4.7,Leeds,75,3.50,74,2.88,74,2.37
M,464,Olise,5.4,5.4,Crystal Palace,48,2.81,48,4.39,51,2.56
D,465,Fernández,4.3,4.3,Newcastle,7,0.14,4,0.10,2,0.05
D,466,Tavares,4.3,4.3,Arsenal,81,7.01,78,3.63,72,3.89
M,467,Etebo,4.3,4.3,Watford,3,0.28,5,0.24,6,0.28
F,468,King,5.6,5.6,Watford,43,4.01,49,2.48,40,1.56
F,469,Mebude,4.5,4.5,Watford,0,0.00,0,0.00,0,0.00
D,470,Ait Nouri,4.1,4.1,Wolves,34,1.72,27,1.48,29,0.60
M,471,Lees-Melou,4.8,4.8,Norwich,74,5.49,71,2.54,66,2.35
F,472,Cucho,5.0,5.0,Watford,2,0.19,7,0.45,21,0.90
D,473,Bertrand,4.6,4.6,Leicester,0,0.00,0,0.00,0,0.00
D,474,Ward,4.5,4.5,Crystal Palace,33,1.49,20,1.21,22,0.70
G,475,Sá,5.2,5.2,Wolves,89,6.51,88,4.19,87,3.11
G,476,Scherpen,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00
D,477,Guéhi,4.5,4.5,Crystal Palace,88,3.94,82,4.94,81,2.52
M,478,Sambi Lokonga,4.8,4.8,Arsenal,9,0.74,12,0.48,10,0.44
M,479,Onyeka,4.9,4.9,Brentford,0,0.00,0,0.00,0,0.00
G,480,Hennessey,4.5,4.5,Burnley,0,0.01,2,0.14,3,0.12
G,481,Begović,4.0,4.0,Everton,0,0.03,2,0.17,1,0.03
M,482,Townsend,5.2,5.2,Everton,0,0.00,0,0.00,0,0.00
D,483,Ajer,4.4,4.4,Brentford,78,3.12,69,2.12,74,2.85
M,484,Gray,5.4,5.4,Everton,67,7.37,54,6.28,49,2.18
M,485,Sancho,8.9,8.9,Man Utd,0,0.00,0,0.00,26,1.37
G,486,Gollini,4.2,4.2,Spurs,1,0.06,2,0.11,3,0.14
M,487,Bryan,5.7,5.7,Spurs,0,0.00,0,0.00,0,0.00
D,488,Andersen,4.6,4.6,Crystal Palace,87,3.94,84,5.04,80,2.52
G,489,Areola,4.7,4.7,West Ham,9,0.39,6,0.21,8,0.32
G,490,Klaesson,4.3,4.3,Leeds,1,0.05,2,0.06,2,0.10
D,491,Livramento,4.2,4.2,Southampton,0,0.00,0,0.00,0,0.00
M,492,Bailey,6.3,6.3,Aston Villa,13,1.35,28,3.21,37,1.43
D,493,Clyne,4.3,4.3,Crystal Palace,79,3.64,75,4.66,72,2.29
D,494,Romero,4.8,4.8,Spurs,85,4.31,83,3.84,81,3.71
M,495,Kucka,5.5,5.5,Watford,59,4.18,61,2.29,58,1.71
M,496,Ramsey,4.4,4.4,Aston Villa,0,0.00,0,0.00,0,0.00
M,497,Philogene-Bidace,5.0,5.0,Aston Villa,0,0.00,0,0.00,0,0.00
D,498,Thompson,4.4,4.4,Brentford,0,0.00,0,0.00,0,0.00
M,499,Baptiste,4.9,4.9,Brentford,3,0.24,6,0.35,8,0.44
F,500,Andone,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00
D,501,Sarr,4.9,4.9,Chelsea,44,4.01,26,1.29,31,1.69
D,502,Kenny,4.4,4.4,Everton,15,1.10,20,1.61,21,0.56
M,503,Gordon,4.6,4.6,Everton,78,7.45,72,7.23,70,2.66
M,504,Gbamin,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00
M,505,Dewsbury-Hall,4.4,4.4,Leicester,51,4.29,54,3.75,55,2.16
M,506,Elliott,5.3,5.3,Liverpool,3,0.43,3,0.24,3,0.30
M,507,Palmer,4.5,4.5,Man City,3,0.49,2,0.17,4,0.33
M,508,Edozie,4.7,4.7,Man City,1,0.18,2,0.14,2,0.12
G,509,Heaton,3.9,3.9,Man Utd,0,0.00,0,0.00,0,0.00
D,510,Dalot,4.2,4.2,Man Utd,73,2.59,0,0.00,43,1.51
M,511,Pereira,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00
M,512,Elanga,4.8,4.8,Man Utd,70,3.10,0,0.00,63,2.84
G,513,Woodman,4.3,4.3,Newcastle,0,0.00,0,0.00,0,0.00
G,514,Gillespie,3.9,3.9,Newcastle,0,0.00,0,0.00,0,0.00
D,515,Mumba,3.9,3.9,Norwich,0,0.00,0,0.00,0,0.00
F,516,Sargent,5.4,5.4,Norwich,23,2.15,37,1.53,49,1.90
M,517,Elyounoussi,5.4,5.4,Southampton,32,1.58,37,1.54,37,1.85
F,518,Broja,5.4,5.4,Southampton,52,2.54,60,2.39,53,2.63
F,519,Long,5.4,5.4,Southampton,37,1.81,34,1.46,33,1.69
F,520,Scarlett,4.5,4.5,Spurs,0,0.06,0,0.02,0,0.03
D,521,Alves,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00
M,522,Coventry,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00
F,523,Cutrone,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00
M,524,Wissa,5.7,5.7,Brentford,53,3.05,52,2.49,51,2.99
F,525,A.Armstrong,5.7,5.7,Southampton,13,0.77,11,0.59,15,0.93
M,526,Chukwuemeka,4.5,4.5,Aston Villa,2,0.22,1,0.11,0,0.02
D,527,Chalobah,4.7,4.7,Chelsea,43,4.30,19,1.00,18,0.99
M,528,Tzolis,4.8,4.8,Norwich,14,1.46,13,0.68,16,0.84
F,529,Lukaku,11.4,11.4,Chelsea,52,7.16,40,3.11,41,3.49
F,530,Balogun,4.7,4.7,Arsenal,0,0.00,0,0.00,0,0.00
M,531,Nelson,5.0,5.0,Arsenal,0,0.00,0,0.00,0,0.00
G,532,Hein,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00
F,533,Richardson,4.5,4.5,Burnley,1,0.09,1,0.13,1,0.08
D,534,Thomas,3.9,3.9,Burnley,0,0.00,0,0.00,0,0.00
F,535,Zeqiri,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00
D,536,Karbownik,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00
M,537,Richards,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00
M,538,Caicedo,4.5,4.5,Brighton,71,2.39,64,2.18,68,2.44
D,539,Emerson,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00
D,540,Hannam,3.9,3.9,Crystal Palace,0,0.00,0,0.00,0,0.00
M,541,Rak-Sakyi,4.4,4.4,Crystal Palace,0,0.00,0,0.01,1,0.05
F,542,Street,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00
M,543,Banks,4.5,4.5,Crystal Palace,0,0.01,0,0.02,1,0.04
D,544,Branthwaite,4.0,4.0,Everton,4,0.35,6,0.47,8,0.23
F,545,Broadhead,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00
D,546,Valery,3.9,3.9,Southampton,16,0.49,16,0.36,22,0.75
M,547,Cundle,4.4,4.4,Wolves,12,0.99,12,0.59,10,0.41
M,548,Campbell,4.4,4.4,Wolves,1,0.11,2,0.13,1,0.07
D,549,Marques,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00
F,550,Greenwood,4.6,4.6,Leeds,3,0.42,2,0.16,2,0.12
M,551,Summerville,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00
M,552,Forshaw,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00
M,553,Woodburn,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00
D,554,Baptiste,3.9,3.9,West Ham,1,0.04,0,0.00,0,0.01
D,555,Varane,5.5,5.5,Man Utd,86,2.95,0,0.00,79,2.67
G,556,Fernández,4.5,4.5,Brentford,1,0.04,2,0.08,1,0.04
M,557,Tufan,5.0,5.0,Watford,0,0.00,0,0.00,0,0.00
M,558,Ødegaard,5.6,5.6,Arsenal,81,8.59,77,3.98,77,4.48
G,559,Ramsdale,5.1,5.1,Arsenal,89,7.42,87,3.84,85,3.97
D,560,Roberts,3.9,3.9,Brighton,0,0.01,0,0.01,1,0.05
G,561,Matthews,3.9,3.9,Crystal Palace,0,0.00,0,0.00,0,0.00
D,562,Drameh,3.9,3.9,Leeds,0,0.00,0,0.00,0,0.00
D,563,Cresswell,4.0,4.0,Leeds,1,0.05,1,0.04,1,0.04
F,564,Kean,6.0,6.0,Everton,0,0.00,0,0.00,0,0.00
D,565,Dodgson,3.9,3.9,Burnley,0,0.00,0,0.00,0,0.01
M,566,Doyle,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00
D,567,Lyanco,4.4,4.4,Southampton,25,0.78,30,0.60,32,0.98
F,568,Archer,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00
D,569,Stevens,3.9,3.9,Brentford,1,0.02,0,0.01,1,0.02
D,570,Nkounkou,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00
G,571,Lonergan,3.9,3.9,Everton,0,0.00,0,0.00,0,0.00
G,572,Okonkwo,3.9,3.9,Arsenal,0,0.00,0,0.00,0,0.00
G,573,Jakupovic,3.9,3.9,Leicester,0,0.00,0,0.00,0,0.01
G,574,Elliot,4.0,4.0,Watford,0,0.00,0,0.01,0,0.00
M,575,Lennon,4.7,4.7,Burnley,52,2.05,41,3.08,38,1.62
M,576,McCarron,4.4,4.4,Leeds,3,0.19,3,0.11,3,0.10
F,577,Gelhardt,4.7,4.7,Leeds,24,2.20,21,1.13,19,1.00
M,578,Cornet,5.8,5.8,Burnley,33,1.59,49,4.02,52,2.50
F,579,Ronaldo,12.2,12.2,Man Utd,81,4.92,0,0.00,76,4.67
D,580,Kabak,4.3,4.3,Norwich,0,0.00,0,0.01,5,0.11
M,581,Normann,4.5,4.5,Norwich,76,4.40,73,2.09,71,1.96
M,582,Vlasic,5.6,5.6,West Ham,41,2.38,20,0.93,21,1.10
F,583,Hwang,5.4,5.4,Wolves,61,4.33,53,2.90,49,1.76
D,584,Cucurella,4.9,4.9,Brighton,86,2.93,83,2.78,82,3.44
D,585,Roberts,4.4,4.4,Burnley,73,2.77,75,4.13,74,3.21
F,586,Edouard,6.0,6.0,Crystal Palace,25,1.75,27,3.04,28,1.70
M,587,Lookman,5.9,5.9,Leicester,26,3.24,30,2.96,27,1.57
D,588,Emerson Royal,4.5,4.5,Spurs,80,4.96,79,4.40,79,4.37
M,589,Kral,4.4,4.4,West Ham,33,1.33,5,0.19,6,0.24
D,590,Tomiyasu,4.5,4.5,Arsenal,61,4.89,68,2.97,77,3.74
F,591,Rondón,6.0,6.0,Everton,5,0.82,5,0.84,6,0.39
M,592,Saúl,4.9,4.9,Chelsea,25,2.38,10,0.53,10,0.60
G,593,Carson,3.9,3.9,Man City,0,0.00,0,0.00,0,0.00
D,594,Zanka,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00
F,595,Locadia,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00
G,596,Sinisalo,4.0,4.0,Aston Villa,0,0.00,0,0.03,0,0.00
M,597,Markanday,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00
D,598,Omole,3.9,3.9,Spurs,5,0.24,4,0.15,4,0.14
M,599,White,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00
M,600,Kenneh,4.4,4.4,Leeds,2,0.21,2,0.09,2,0.13
M,601,McKinstry,4.3,4.3,Leeds,2,0.25,2,0.11,2,0.10
F,602,Simms,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00
D,603,Mbete,3.9,3.9,Man City,1,0.06,1,0.03,0,0.01
D,604,Wilson-Esbrand,3.9,3.9,Man City,1,0.07,1,0.03,1,0.05
M,605,Lavia,4.4,4.4,Man City,1,0.09,0,0.03,0,0.03
G,606,Bettinelli,4.0,4.0,Chelsea,1,0.09,0,0.02,1,0.04
F,607,Dobbin,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00
D,608,Hjelde,4.0,4.0,Leeds,0,0.01,0,0.01,0,0.01
M,609,Anderson,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00
D,610,Bogarde,4.0,4.0,Aston Villa,0,0.02,0,0.03,1,0.01
G,611,Moulden,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00
M,612,Sarmiento,4.5,4.5,Brighton,0,0.00,0,0.01,0,0.00
M,613,Whitaker,4.5,4.5,Everton,0,0.00,0,0.00,0,0.01
M,614,Maghoma,4.5,4.5,Brentford,1,0.08,0,0.01,1,0.03
G,615,Slicker,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00
G,616,Tyrer,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00
D,617,Ashby,4.0,4.0,West Ham,0,0.01,0,0.00,0,0.01
D,618,Nkoulou,4.4,4.4,Watford,0,0.00,0,0.00,0,0.00
G,619,Cox,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00
M,620,Morton,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00
G,621,Storer,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00
F,622,Tosun,5.0,5.0,Everton,0,0.09,0,0.08,1,0.07
D,623,Welch,4.0,4.0,Everton,0,0.00,0,0.02,0,0.01
M,624,Bate,4.5,4.5,Leeds,1,0.16,3,0.15,2,0.13
M,625,Gordon,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00
D,626,Bradley,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.01
D,627,Beck,4.0,4.0,Liverpool,0,0.01,0,0.00,0,0.00
M,628,Haygarth,4.5,4.5,Brentford,1,0.06,1,0.04,0,0.02
M,629,McAtee,4.4,4.4,Man City,1,0.10,1,0.07,1,0.08
M,630,Onyango,4.5,4.5,Everton,0,0.00,0,0.01,0,0.00
M,631,Jenkins,4.5,4.5,Leeds,2,0.22,2,0.10,3,0.18
D,632,Jones,4.5,4.5,Man Utd,5,0.18,0,0.00,4,0.14
D,633,Morris,4.0,4.0,Watford,0,0.00,0,0.00,0,0.00
M,634,Perkins,4.5,4.5,West Ham,1,0.06,1,0.04,1,0.06
D,635,Bueno,4.0,4.0,Wolves,3,0.14,2,0.09,3,0.07
M,636,Diallo,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00
G,637,Lewis,3.9,3.9,Southampton,0,0.00,0,0.00,0,0.00
M,638,Iroegbunam,4.5,4.5,Aston Villa,23,1.79,25,2.08,22,0.79
D,639,Daley-Campbell,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00
F,640,Young-Coombes,4.5,4.5,Brentford,1,0.11,3,0.21,3,0.26
G,641,Caballero,4.2,4.2,Southampton,3,0.13,1,0.04,2,0.07
G,642,Angelini,4.0,4.0,Watford,0,0.00,0,0.00,0,0.00
D,643,Tomkinson,4.0,4.0,Norwich,1,0.03,1,0.02,1,0.01
D,644,Alese,4.0,4.0,West Ham,3,0.11,0,0.01,2,0.04
D,645,Nelson,4.0,4.0,Leicester,1,0.06,3,0.14,2,0.07
M,646,Brunt,4.5,4.5,Leicester,1,0.14,2,0.26,4,0.20
M,647,McAteer,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00
M,648,Rowe,4.4,4.4,Norwich,0,0.00,0,0.00,0,0.01
F,649,Dickson-Peters,4.5,4.5,Norwich,0,0.00,0,0.00,0,0.00
G,650,Marschall,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00
D,651,Egan-Riley,4.0,4.0,Man City,1,0.08,1,0.03,1,0.04
M,652,Oko-Flex,4.4,4.4,West Ham,1,0.07,0,0.02,0,0.03
D,653,Turns,4.0,4.0,Brighton,2,0.05,2,0.05,2,0.06
M,654,Leonard,4.5,4.5,Brighton,0,0.01,0,0.00,0,0.00
F,655,Ferguson,4.5,4.5,Brighton,0,0.01,0,0.00,0,0.00
G,656,Pitaluga,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00
D,657,Moore,4.0,4.0,Leeds,0,0.02,0,0.01,1,0.02
M,658,Gray,4.5,4.5,Leeds,2,0.22,1,0.08,3,0.17
G,659,Austin,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.02
D,660,Quansah,4.0,4.0,Liverpool,0,0.01,0,0.00,0,0.00
M,661,Jordão,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00
M,662,Peart-Harris,4.5,4.5,Brentford,0,0.03,0,0.02,1,0.04
F,663,Kayky,5.0,5.0,Man City,0,0.00,0,0.00,0,0.00
M,664,Patino,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.02
D,665,Simeu,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00
G,666,McCracken,4.0,4.0,Norwich,0,0.00,0,0.00,0,0.00
D,667,Small,4.0,4.0,Southampton,2,0.06,2,0.05,3,0.08
M,668,White,4.4,4.4,Spurs,0,0.01,0,0.01,1,0.04
M,669,Conteh,4.5,4.5,Watford,0,0.00,0,0.00,0,0.00
D,670,Feeney,4.0,4.0,Aston Villa,0,0.01,0,0.01,1,0.01
M,671,Hall,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00
M,672,Vale,4.5,4.5,Chelsea,0,0.05,0,0.00,0,0.00
G,673,Lössl,4.5,4.5,Brentford,0,0.02,2,0.06,2,0.09
D,674,Patterson,4.2,4.2,Everton,0,0.00,0,0.00,0,0.00
D,675,Mykolenko,4.9,4.9,Everton,77,5.84,73,6.15,72,1.70
D,676,Kamara,4.5,4.5,Watford,78,4.36,79,2.62,76,1.27
D,677,Samir,4.5,4.5,Watford,87,4.40,80,2.48,77,1.25
D,678,Trippier,4.9,4.9,Newcastle,5,0.13,48,1.72,79,3.22
M,679,Kayembe,4.5,4.5,Watford,8,0.73,14,0.63,12,0.49
M,680,Chauke,4.5,4.5,Southampton,0,0.01,1,0.03,0,0.02
M,681,Coutinho,7.1,7.1,Aston Villa,77,6.95,76,8.39,75,2.58
D,682,Ekwah,4.0,4.0,West Ham,0,0.00,0,0.00,1,0.02
M,683,Gibbs,4.5,4.5,Norwich,1,0.11,2,0.09,1,0.04
D,684,Hayden,4.0,4.0,Aston Villa,0,0.01,0,0.03,1,0.02
D,685,Toti,4.4,4.4,Wolves,4,0.25,3,0.14,1,0.03
D,686,Sanderson,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00
M,687,Giles,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00
G,688,McGill,4.0,4.0,Brighton,0,0.00,0,0.01,0,0.00
M,689,Chiquinho,5.5,5.5,Wolves,1,0.19,3,0.22,1,0.11
D,690,Kenedy,4.5,4.5,Chelsea,18,2.23,7,0.56,6,0.59
G,691,Olsen,4.0,4.0,Aston Villa,2,0.14,2,0.20,3,0.12
M,692,Hutchinson,4.5,4.5,Arsenal,0,0.01,0,0.01,0,0.02
M,693,Oulad M'hand,4.5,4.5,Arsenal,0,0.00,0,0.02,0,0.02
F,694,Biereth,4.5,4.5,Arsenal,0,0.01,0,0.03,0,0.04
D,695,Alebiosu,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00
M,696,Luis Díaz,8.0,8.0,Liverpool,54,6.94,41,2.81,45,3.32
M,697,Bruno Guimarães,5.0,5.0,Newcastle,82,2.21,80,2.59,74,2.60
M,698,Kalu,4.9,4.9,Watford,1,0.12,1,0.10,0,0.03
M,699,Eriksen,5.6,5.6,Brentford,81,3.84,79,3.10,75,3.62
F,700,Weghorst,6.4,6.4,Burnley,76,3.62,69,5.57,63,3.25
M,701,Kulusevski,6.3,6.3,Spurs,70,6.08,68,4.12,64,3.99
M,702,Bentancur,4.9,4.9,Spurs,79,4.60,74,2.74,72,2.72
M,703,Chrisene,4.5,4.5,Aston Villa,0,0.00,0,0.01,0,0.00
F,704,Delap,4.5,4.5,Man City,1,0.21,0,0.05,1,0.07
D,705,Awe,4.0,4.0,Arsenal,0,0.02,1,0.04,1,0.02
M,706,Mejbri,4.5,4.5,Man Utd,0,0.02,0,0.00,1,0.05
M,707,De Bolle,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00
G,708,Waller,4.0,4.0,Burnley,0,0.00,0,0.00,0,0.00
D,709,Adaramola,4.0,4.0,Crystal Palace,0,0.00,0,0.01,0,0.00
M,710,Chesters,4.5,4.5,West Ham,1,0.08,1,0.04,1,0.07
D,711,Swanson,4.0,4.0,Arsenal,1,0.04,1,0.02,1,0.03
D,712,Offiah,4.0,4.0,Brighton,1,0.04,3,0.08,3,0.11
M,713,O'Reilly,4.5,4.5,Aston Villa,0,0.01,0,0.01,0,0.00
M,714,Devine,4.5,4.5,Spurs,1,0.11,3,0.18,6,0.34
F,715,Kamara,4.5,4.5,Norwich,0,0.02,0,0.02,1,0.08
M,716,Springett,4.5,4.5,Norwich,1,0.08,1,0.04,1,0.07
M,717,Bowden,4.5,4.5,Spurs,0,0.01,0,0.02,0,0.03
M,718,Price,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00
D,719,Ogungbo,4.0,4.0,Arsenal,0,0.01,0,0.02,1,0.05
M,720,Flores,4.5,4.5,Arsenal,0,0.01,0,0.03,1,0.05
M,721,Azeez,4.5,4.5,Arsenal,0,0.00,1,0.05,0,0.02
D,722,Jeanvier,4.0,4.0,Brentford,3,0.11,2,0.09,2,0.07
M,723,Garnacho,4.5,4.5,Man Utd,1,0.05,0,0.00,2,0.10
D,724,Lavinier,4.0,4.0,Spurs,6,0.27,4,0.15,2,0.07
F,725,Forde,4.5,4.5,Watford,0,0.06,1,0.06,0,0.03
M,726,Costelloe,4.5,4.5,Burnley,2,0.10,2,0.21,2,0.10
M,727,Shoretire,4.5,4.5,Man Utd,0,0.01,0,0.00,1,0.06
D,728,Álvaro Fernández,4.0,4.0,Man Utd,4,0.13,0,0.00,3,0.09
M,729,Craig,4.5,4.5,Spurs,0,0.01,0,0.03,0,0.03
D,730,Kirk,4.0,4.0,Arsenal,4,0.27,5,0.15,6,0.24
M,10017,Charly Musonda Jr.,99.9,99.9,Chelsea,2,0.28,1,0.04,0,0.01
M,10037,Tudor Baluta,99.9,99.9,Brighton,0,0.00,0,0.02,0,0.01
G,10061,Loris Karius,99.9,99.9,Liverpool,0,0.00,0,0.00,0,0.00
G,10072,Lee Grant,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00
G,10091,Matija Sarkic,99.9,99.9,Wolves,0,0.00,0,0.00,0,0.00
G,10096,David Martin,99.9,99.9,West Ham,0,0.00,0,0.00,0,0.00
