Pos,ID,Name,BV,SV,Team,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts,19_xMins,19_Pts,20_xMins,20_Pts,Elite%,Mins 4,Mins 5,Mins 6,Mins 7,Mins 8,Mins 9,Mins 10,Mins 11,Mins 12,Mins 13,Mins 14,Mins 15,EV4,EV5,EV6,EV7,EV8,EV9,EV10,EV11,EV12,EV13,EV14,EV15,Max EV,Max Mins,Sum EV,Sum Mins,Logic,PosPr,PosPrTeam
D,162,Colwill,4.6,4.6,Chelsea,90,3.13,88,2.42,84,2.55,83,3.24,81,2.96,82,3.08,81,1.75,79,3.23,81,2.97,79,3.13,78,2.98,79,2.78,0.06,90,88,84,83,81,82,81,79,81,79,78,79,3.13,2.42,2.55,3.24,2.96,3.08,1.75,3.23,2.97,3.13,2.98,2.78,3.24,90,34.22,985,TRUE,D4.6,D4.5Chelsea
D,200,Guéhi,4.4,4.4,Crystal Palace,92,2.1,90,2.92,88,3.11,88,2.17,85,2.56,85,2.85,85,1.78,84,2.05,83,2.22,85,2.23,84,3.35,85,2.27,0.01,92,90,88,88,85,85,85,84,83,85,84,85,2.1,2.92,3.11,2.17,2.56,2.85,1.78,2.05,2.22,2.23,3.35,2.27,3.35,92,29.61,1034,TRUE,D4.4,D4.5Crystal Palace
D,159,Chalobah,4.4,4.4,Crystal Palace,86,2,80,2.58,75,2.6,72,1.79,68,2.02,66,2.19,68,1.44,66,1.63,63,1.69,65,1.69,65,2.63,0,0,0,86,80,75,72,68,66,68,66,63,65,65,0,2,2.58,2.6,1.79,2.02,2.19,1.44,1.63,1.69,1.69,2.63,0,2.63,86,22.26,774,TRUE,D4.4,D4.5Crystal Palace
D,231,Mykolenko,4.3,4.3,Everton,88,2.94,84,2.85,82,2.28,80,2.8,81,1.69,79,3.04,79,1.59,78,1.43,77,1.99,78,1.02,79,2.95,79,1.94,0.35,88,84,82,80,81,79,79,78,77,78,79,79,2.94,2.85,2.28,2.8,1.69,3.04,1.59,1.43,1.99,1.02,2.95,1.94,3.04,88,26.52,964,TRUE,D4.3,D4.5Everton
D,191,Andersen,4.3,4.3,Fulham,0,0,86,3.11,83,2.64,82,3.3,83,1.46,82,2.74,81,2.21,81,1.22,81,3.38,81,1.61,78,2.71,80,3.36,0.08,0,86,83,82,83,82,81,81,81,81,78,80,0,3.11,2.64,3.3,1.46,2.74,2.21,1.22,3.38,1.61,2.71,3.36,3.38,86,27.74,898,TRUE,D4.3,D4.5Fulham
D,255,Robinson,4.7,4.7,Fulham,87,2.86,83,3.04,81,2.59,79,3.24,77,1.39,77,2.63,75,2.06,74,1.17,75,3.21,73,1.51,73,2.57,73,3.15,0.04,87,83,81,79,77,77,75,74,75,73,73,73,2.86,3.04,2.59,3.24,1.39,2.63,2.06,1.17,3.21,1.51,2.57,3.15,3.24,87,29.42,927,TRUE,D4.7,D4.5Fulham
D,267,Davis,4.5,4.5,Ipswich,90,2.52,86,3.72,83,1.33,82,2.46,80,2.48,79,3.15,78,2.77,78,2.54,77,2.39,78,1.38,77,2.1,79,2.21,0.11,90,86,83,82,80,79,78,78,77,78,77,79,2.52,3.72,1.33,2.46,2.48,3.15,2.77,2.54,2.39,1.38,2.1,2.21,3.72,90,29.05,967,TRUE,D4.5,D4.5Ipswich
D,296,Kristiansen,4.5,4.5,Leicester,84,2.78,80,2.44,78,1.41,79,1.77,77,1.9,77,2.47,75,2.08,74,1.38,72,2.55,72,0.75,73,1.24,72,1.47,0,84,80,78,79,77,77,75,74,72,72,73,72,2.78,2.44,1.41,1.77,1.9,2.47,2.08,1.38,2.55,0.75,1.24,1.47,2.78,84,22.24,913,TRUE,D4.5,D4.5Leicester
D,295,Justin,4.6,4.6,Leicester,88,2.98,84,2.59,80,1.41,78,1.74,77,1.87,75,2.42,74,2.04,74,1.36,73,2.57,74,0.74,73,1.24,72,1.42,0,88,84,80,78,77,75,74,74,73,74,73,72,2.98,2.59,1.41,1.74,1.87,2.42,2.04,1.36,2.57,0.74,1.24,1.42,2.98,88,22.38,922,TRUE,D4.6,D4.5Leicester
D,380,Martinez,4.5,4.5,Man Utd,88,2.59,84,2.28,75,3.25,75,2.64,72,2.96,72,1.53,71,2.89,70,1.12,68,2.42,71,2.38,71,2.24,73,1.16,0,88,84,75,75,72,72,71,70,68,71,71,73,2.59,2.28,3.25,2.64,2.96,1.53,2.89,1.12,2.42,2.38,2.24,1.16,3.25,88,27.46,890,TRUE,D4.5,D4.5Man Utd
D,399,Hall,4.3,4.3,Newcastle,70,1.76,70,2.16,68,2.54,63,2.72,61,2.26,61,1.65,62,2.16,59,2.9,59,2.38,56,2.18,52,1.5,50,1.15,0,70,70,68,63,61,61,62,59,59,56,52,50,1.76,2.16,2.54,2.72,2.26,1.65,2.16,2.9,2.38,2.18,1.5,1.15,2.9,70,25.36,731,TRUE,D4.3,D4.5Newcastle
D,395,Burn,4.4,4.4,Newcastle,86,1.92,73,2.1,69,2.36,72,2.79,72,2.46,73,1.79,73,2.34,72,3.24,74,2.75,67,2.36,62,1.59,55,1.16,0,86,73,69,72,72,73,73,72,74,67,62,55,1.92,2.1,2.36,2.79,2.46,1.79,2.34,3.24,2.75,2.36,1.59,1.16,3.24,86,26.86,848,TRUE,D4.4,D4.5Newcastle
D,26,Alex Moreno,4.4,4.4,Nott'm Forest,73,3.12,69,3.18,68,2.67,68,1.8,66,3.42,67,1.43,68,2.06,0,0,65,2.44,66,2.16,65,2.68,65,2.63,0,73,69,68,68,66,67,68,0,65,66,65,65,3.12,3.18,2.67,1.8,3.42,1.43,2.06,0,2.44,2.16,2.68,2.63,3.42,73,27.59,740,TRUE,D4.4,D4.5Nott'm Forest
D,422,Aina,4.5,4.5,Nott'm Forest,83,3.11,79,3.12,77,2.61,76,1.69,76,3.45,76,1.29,74,1.86,77,2.7,73,2.34,73,1.99,72,2.58,74,2.62,0.01,83,79,77,76,76,76,74,77,73,73,72,74,3.11,3.12,2.61,1.69,3.45,1.29,1.86,2.7,2.34,1.99,2.58,2.62,3.45,83,29.36,910,TRUE,D4.5,D4.5Nott'm Forest
D,474,Sugawara,4.5,4.5,Southampton,64,0.89,81,3.45,79,2.66,78,1.66,78,1.96,75,2.06,75,1.85,75,1.91,72,2.06,73,2.84,73,2.31,74,2.88,0,64,81,79,78,78,75,75,75,72,73,73,74,0.89,3.45,2.66,1.66,1.96,2.06,1.85,1.91,2.06,2.84,2.31,2.88,3.45,81,26.53,897,TRUE,D4.5,D4.5Southampton
D,506,Van de Ven,4.7,4.7,Spurs,89,2.9,86,2.64,80,3.4,79,1.39,74,2.79,75,2.11,76,2.22,73,2.58,75,1.76,74,2.54,74,3.04,77,2.48,0.02,89,86,80,79,74,75,76,73,75,74,74,77,2.9,2.64,3.4,1.39,2.79,2.11,2.22,2.58,1.76,2.54,3.04,2.48,3.4,89,29.85,932,TRUE,D4.7,D4.5Spurs
D,520,Emerson,4.4,4.4,West Ham,78,2.69,75,2.72,73,3.26,72,1.89,70,2.07,67,2.6,66,2.95,66,1.97,65,2.39,66,2.46,65,1.58,64,1.1,0,78,75,73,72,70,67,66,66,65,66,65,64,2.69,2.72,3.26,1.89,2.07,2.6,2.95,1.97,2.39,2.46,1.58,1.1,3.26,78,27.68,827,TRUE,D4.4,D4.5West Ham
D,388,Wan-Bissaka,4.4,4.4,West Ham,87,2.42,85,2.58,82,3.12,81,1.71,80,1.97,81,2.63,78,2.92,79,1.92,77,2.35,78,2.41,78,1.5,75,0.98,0,87,85,82,81,80,81,78,79,77,78,78,75,2.42,2.58,3.12,1.71,1.97,2.63,2.92,1.92,2.35,2.41,1.5,0.98,3.12,87,26.51,961,TRUE,D4.4,D4.5West Ham
D,567,Toti,4.3,4.3,Wolves,91,1.79,88,2.73,83,2.94,81,1.9,77,2.22,75,2.1,77,1.88,76,2.76,76,2.26,77,1.9,74,0.97,77,2.59,0,91,88,83,81,77,75,77,76,76,77,74,77,1.79,2.73,2.94,1.9,2.22,2.1,1.88,2.76,2.26,1.9,0.97,2.59,2.94,91,26.04,952,TRUE,D4.3,D4.5Wolves
D,533,Aït-Nouri,4.4,4.4,Wolves,83,2.18,83,3.19,78,3.5,76,2.24,72,2.68,74,2.6,72,2.22,71,3.25,70,2.63,72,2.31,70,1.24,71,2.92,0.02,83,83,78,76,72,74,72,71,70,72,70,71,2.18,3.19,3.5,2.24,2.68,2.6,2.22,3.25,2.63,2.31,1.24,2.92,3.5,83,30.96,892,TRUE,D4.4,D4.5Wolves
D,338,Van den Berg,4,4,Brentford,74,2.99,59,1.72,65,2.12,65,2.03,62,2.56,59,1.42,60,1.78,58,1.1,62,2.32,61,1.49,61,1.56,60,1.93,0.03,74,59,65,65,62,59,60,58,62,61,61,60,2.99,1.72,2.12,2.03,2.56,1.42,1.78,1.1,2.32,1.49,1.56,1.93,2.99,74,23.02,746,TRUE,D4,D4Brentford
D,630,O'Shea,4,4,Ipswich,90,1.98,87,2.97,85,0.99,82,1.95,79,2.06,76,2.46,76,2.14,74,1.94,74,1.84,76,1.11,77,1.63,75,1.7,0,90,87,85,82,79,76,76,74,74,76,77,75,1.98,2.97,0.99,1.95,2.06,2.46,2.14,1.94,1.84,1.11,1.63,1.7,2.97,90,22.77,951,TRUE,D4,D4Ipswich
D,270,Greaves,4.1,4.1,Ipswich,0,0,0,0,0,0,36,0.83,63,1.64,81,2.55,82,2.22,82,2.11,82,1.93,80,1.11,81,1.67,80,1.79,0.47,0,0,0,36,63,81,82,82,82,80,81,80,0,0,0,0.83,1.64,2.55,2.22,2.11,1.93,1.11,1.67,1.79,2.55,82,15.85,667,TRUE,D4.1,D4Ipswich
D,301,Okoli,4,4,Leicester,90,2.73,86,2.36,84,1.27,79,1.52,81,1.76,78,2.23,77,1.88,78,1.25,76,2.42,79,0.63,76,1.09,75,1.33,0,90,86,84,79,81,78,77,78,76,79,76,75,2.73,2.36,1.27,1.52,1.76,2.23,1.88,1.25,2.42,0.63,1.09,1.33,2.73,90,20.47,959,TRUE,D4,D4Leicester
D,291,Faes,4.2,4.1,Leicester,92,2.9,88,2.48,86,1.37,84,1.69,84,1.87,83,2.45,82,2.12,82,1.36,82,2.68,83,0.71,80,1.22,81,1.46,0.1,92,88,86,84,84,83,82,82,82,83,80,81,2.9,2.48,1.37,1.69,1.87,2.45,2.12,1.36,2.68,0.71,1.22,1.46,2.9,92,22.31,1007,TRUE,D4.1,D4Leicester
D,461,Harwood-Bellis,4,4,Southampton,81,0.78,80,2.73,77,2.05,76,1.22,73,1.41,70,1.49,71,1.38,71,1.32,70,1.61,68,2.12,71,1.82,69,2.1,0.06,81,80,77,76,73,70,71,71,70,68,71,69,0.78,2.73,2.05,1.22,1.41,1.49,1.38,1.32,1.61,2.12,1.82,2.1,2.73,81,20.03,877,TRUE,D4,D4Southampton
D,455,Bednarek,4,4,Southampton,90,0.72,87,2.78,85,2.06,82,1.15,78,1.41,79,1.53,77,1.33,76,1.3,75,1.58,75,2.14,75,1.76,75,2.17,0.01,90,87,85,82,78,79,77,76,75,75,75,75,0.72,2.78,2.06,1.15,1.41,1.53,1.33,1.3,1.58,2.14,1.76,2.17,2.78,90,19.93,954,TRUE,D4,D4Southampton
D,326,Konaté,5.3,5.3,Liverpool,85,2.41,81,3.17,77,3.12,73,3.03,70,2.13,67,2.14,67,2.71,65,2.85,69,1.77,68,3.34,69,2.62,68,2.6,0,85,81,77,73,70,67,67,65,69,68,69,68,2.41,3.17,3.12,3.03,2.13,2.14,2.71,2.85,1.77,3.34,2.62,2.6,3.34,85,31.89,859,TRUE,D5.3,D5.5Liverpool
D,341,Aké,5.3,5.3,Man City,54,2.96,62,2.73,59,2.48,58,2.36,62,1.93,62,3.31,60,2.81,60,2.76,58,2.37,60,3.31,59,3,61,3.23,0,54,62,59,58,62,62,60,60,58,60,59,61,2.96,2.73,2.48,2.36,1.93,3.31,2.81,2.76,2.37,3.31,3,3.23,3.31,62,33.25,715,TRUE,D5.3,D5.5Man City
D,340,Akanji,5.5,5.5,Man City,72,3.84,66,2.74,67,2.61,66,2.55,66,1.92,63,3.26,64,2.9,65,2.85,64,2.5,64,3.4,64,3.08,65,3.28,0.01,72,66,67,66,66,63,64,65,64,64,64,65,3.84,2.74,2.61,2.55,1.92,3.26,2.9,2.85,2.5,3.4,3.08,3.28,3.84,72,34.93,786,TRUE,D5.5,D5.5Man City
D,415,Schär,5.4,5.4,Newcastle,91,2.14,88,2.66,87,3.08,84,3.37,82,2.79,82,1.99,81,2.65,80,3.69,80,2.97,78,2.78,76,1.95,76,1.53,0,91,88,87,84,82,82,81,80,80,78,76,76,2.14,2.66,3.08,3.37,2.79,1.99,2.65,3.69,2.97,2.78,1.95,1.53,3.69,91,31.6,985,TRUE,D5.4,D5.5Newcastle
D,418,Trippier,5.7,5.7,Newcastle,0,0,0,0,25,1.11,65,3.25,62,2.6,62,1.98,62,2.57,61,3.57,62,2.95,63,2.83,60,2.02,59,1.6,0,0,0,25,65,62,62,62,61,62,63,60,59,0,0,1.11,3.25,2.6,1.98,2.57,3.57,2.95,2.83,2.02,1.6,3.57,65,24.48,581,TRUE,D5.7,D5.5Newcastle
D,495,Pedro Porro,5.5,5.5,Spurs,89,3.88,85,3.61,82,4.86,80,1.92,81,4.07,80,3.16,80,3.33,80,3.94,78,2.63,78,3.54,77,4.45,77,3.55,0.45,89,85,82,80,81,80,80,80,78,78,77,77,3.88,3.61,4.86,1.92,4.07,3.16,3.33,3.94,2.63,3.54,4.45,3.55,4.86,89,42.94,967,TRUE,D5.5,D5.5Spurs
D,79,Senesi,4.8,4.8,Bournemouth,84,2.17,81,1.81,75,2.25,73,2.42,70,2.33,71,1.77,70,2.42,70,2.6,69,1.56,71,2.74,69,1.99,71,2.87,0,84,81,75,73,70,71,70,70,69,71,69,71,2.17,1.81,2.25,2.42,2.33,1.77,2.42,2.6,1.56,2.74,1.99,2.87,2.87,84,26.93,874,TRUE,D4.8,D5Bournemouth
D,122,Estupiñan,5,5,Brighton,59,2.92,61,1.49,59,1.69,61,2.08,59,3.06,60,2.17,58,2.53,60,2.82,60,2.24,58,2.65,58,1.89,61,2.04,0,59,61,59,61,59,60,58,60,60,58,58,61,2.92,1.49,1.69,2.08,3.06,2.17,2.53,2.82,2.24,2.65,1.89,2.04,3.06,61,27.58,714,TRUE,D5,D5Brighton
D,172,James,4.9,4.9,Chelsea,37,1.79,47,1.9,56,2.42,55,2.99,55,2.86,53,2.84,53,1.77,50,2.89,53,2.72,52,2.9,53,2.88,53,2.59,0,37,47,56,55,55,53,53,50,53,52,53,53,1.79,1.9,2.42,2.99,2.86,2.84,1.77,2.89,2.72,2.9,2.88,2.59,2.99,56,30.55,617,TRUE,D4.9,D5Chelsea
D,163,Cucurella,5,5,Chelsea,84,3.11,81,2.41,81,2.61,79,3.27,76,2.98,76,3.06,75,1.75,75,3.27,75,2.98,76,3.23,75,3.07,73,2.73,0,84,81,81,79,76,76,75,75,75,76,75,73,3.11,2.41,2.61,3.27,2.98,3.06,1.75,3.27,2.98,3.23,3.07,2.73,3.27,84,34.47,926,TRUE,D5,D5Chelsea
D,211,Muñoz,4.8,4.8,Crystal Palace,88,2.34,84,3.13,82,3.24,79,2.24,77,2.63,76,2.88,74,1.81,75,2.14,75,2.17,74,2.19,70,3.27,73,2.26,0,88,84,82,79,77,76,74,75,75,74,70,73,2.34,3.13,3.24,2.24,2.63,2.88,1.81,2.14,2.17,2.19,3.27,2.26,3.27,88,30.3,927,TRUE,D4.8,D5Crystal Palace
D,210,Mitchell,4.9,4.9,Crystal Palace,84,2.06,82,2.78,80,2.91,80,2.06,79,2.46,79,2.74,77,1.75,78,2.03,76,2.12,77,2.11,77,3.23,77,2.15,0,84,82,80,80,79,79,77,78,76,77,77,77,2.06,2.78,2.91,2.06,2.46,2.74,1.75,2.03,2.12,2.11,3.23,2.15,3.23,84,28.4,946,TRUE,D4.9,D5Crystal Palace
D,236,Tarkowski,4.8,4.8,Everton,93,2.92,90,2.78,88,2.23,87,2.84,87,1.62,85,3.04,85,1.49,86,1.36,84,1.92,85,0.95,83,2.93,83,1.86,0,93,90,88,87,87,85,85,86,84,85,83,83,2.92,2.78,2.23,2.84,1.62,3.04,1.49,1.36,1.92,0.95,2.93,1.86,3.04,93,25.94,1036,TRUE,D4.8,D5Everton
D,219,Branthwaite,4.8,4.8,Everton,46,1.48,81,2.51,84,2.09,83,2.66,81,1.5,80,2.84,80,1.41,79,1.27,78,1.77,80,0.88,79,2.77,78,1.75,0,46,81,84,83,81,80,80,79,78,80,79,78,1.48,2.51,2.09,2.66,1.5,2.84,1.41,1.27,1.77,0.88,2.77,1.75,2.84,84,22.93,929,TRUE,D4.8,D5Everton
D,355,Lewis,4.8,4.8,Man City,65,3.76,67,2.95,56,2.38,56,2.35,54,1.73,56,3.05,53,2.54,56,2.65,54,2.28,55,3.08,56,2.94,55,2.95,0.53,75,67,56,56,54,56,53,56,54,55,56,55,4.41,2.95,2.38,2.35,1.73,3.05,2.54,2.65,2.28,3.08,2.94,2.95,4.41,75,33.31,693,TRUE,D4.8,D5Man City
D,387,Shaw,4.9,4.9,Man Utd,26,0.89,64,2.01,75,3.62,69,2.71,69,3.21,67,1.58,65,2.9,68,1.22,67,2.6,66,2.46,66,2.37,67,1.24,0,26,64,75,69,69,67,65,68,67,66,66,67,0.89,2.01,3.62,2.71,3.21,1.58,2.9,1.22,2.6,2.46,2.37,1.24,3.62,75,26.81,769,TRUE,D4.9,D5Man Utd
D,369,Dalot,5.1,5.1,Man Utd,89,2.88,81,2.52,79,3.84,76,3.01,75,3.41,74,1.69,73,3.22,73,1.28,71,2.8,71,2.64,69,2.44,71,1.26,0.01,89,81,79,76,75,74,73,73,71,71,69,71,2.88,2.52,3.84,3.01,3.41,1.69,3.22,1.28,2.8,2.64,2.44,1.26,3.84,89,30.99,902,TRUE,D5.1,D5Man Utd
D,505,Udogie,4.9,4.9,Spurs,85,3.41,81,3.09,79,4.19,78,1.68,74,3.4,74,2.65,73,2.69,71,3.1,72,2.16,72,2.92,70,3.56,72,2.93,0,85,81,79,78,74,74,73,71,72,72,70,72,3.41,3.09,4.19,1.68,3.4,2.65,2.69,3.1,2.16,2.92,3.56,2.93,4.19,85,35.78,901,TRUE,D4.9,D5Spurs
D,498,Romero,5.1,5.1,Spurs,90,3.07,87,2.78,83,3.76,82,1.4,83,3.23,81,2.38,80,2.41,79,2.92,78,1.9,80,2.76,78,3.34,78,2.63,0,90,87,83,82,83,81,80,79,78,80,78,78,3.07,2.78,3.76,1.4,3.23,2.38,2.41,2.92,1.9,2.76,3.34,2.63,3.76,90,32.58,979,TRUE,D5.1,D5Spurs
D,24,White,6.3,6.3,Arsenal,89,2.92,76,2.9,72,2.4,71,3.53,69,2.88,71,2.99,69,2.8,69,3.51,67,2.88,69,3.59,68,2.8,67,2.58,0,89,76,72,71,69,71,69,69,67,69,68,67,2.92,2.9,2.4,3.53,2.88,2.99,2.8,3.51,2.88,3.59,2.8,2.58,3.59,89,35.78,857,TRUE,D6.3,D6.5Arsenal
D,18,Saliba,6,6,Arsenal,0,0,89,3.11,86,2.63,85,4.09,84,3.34,81,3.25,81,3.22,81,3.96,79,3.29,80,3.95,80,3.16,77,2.74,0.14,0,89,86,85,84,81,81,81,79,80,80,77,0,3.11,2.63,4.09,3.34,3.25,3.22,3.96,3.29,3.95,3.16,2.74,4.09,89,36.74,903,TRUE,D6,D6Arsenal
D,3,Gabriel,6.3,6.1,Arsenal,92,3.1,87,3.24,83,2.72,84,4.3,82,3.43,81,3.48,81,3.32,80,4.2,80,3.49,78,4.2,76,3.22,76,2.86,0.8,92,87,83,84,82,81,81,80,80,78,76,76,3.1,3.24,2.72,4.3,3.43,3.48,3.32,4.2,3.49,4.2,3.22,2.86,4.3,92,41.56,980,TRUE,D6.1,D6Arsenal
D,335,Robertson,6,6,Liverpool,80,2.9,76,3.88,76,3.97,72,3.93,72,2.83,70,2.93,70,3.7,70,3.99,69,2.42,69,4.47,67,3.3,68,3.46,0.15,80,76,76,72,72,70,70,70,69,69,67,68,2.9,3.88,3.97,3.93,2.83,2.93,3.7,3.99,2.42,4.47,3.3,3.46,4.47,80,41.78,859,TRUE,D6,D6Liverpool
D,339,Virgil,6,6,Liverpool,91,2.69,87,3.66,86,3.64,84,3.69,84,2.62,82,2.74,83,3.56,82,3.78,81,2.25,80,4.2,79,3.16,81,3.28,0,91,87,86,84,84,82,83,82,81,80,79,81,2.69,3.66,3.64,3.69,2.62,2.74,3.56,3.78,2.25,4.2,3.16,3.28,4.2,91,39.27,1000,TRUE,D6,D6Liverpool
D,350,Gvardiol,6.1,6.1,Man City,85,4.92,70,3.09,67,2.81,66,2.71,67,2.04,63,3.45,67,3.18,66,3.13,67,2.78,66,3.75,64,3.32,64,3.41,0.23,74,70,67,66,67,63,67,66,67,66,64,64,4.3,3.09,2.81,2.71,2.04,3.45,3.18,3.13,2.78,3.75,3.32,3.41,4.3,74,37.97,801,TRUE,D6.1,D6Man City
D,311,Alexander-Arnold,7.1,7,Liverpool,85,3.14,82,4.44,80,4.51,75,4.37,76,3.14,76,3.41,74,4.21,74,4.51,73,2.77,73,5.12,72,3.78,71,3.85,0.56,85,82,80,75,76,76,74,74,73,73,72,71,3.14,4.44,4.51,4.37,3.14,3.41,4.21,4.51,2.77,5.12,3.78,3.85,5.12,85,47.25,911,TRUE,D7,D7Liverpool
F,351,Haaland,15.4,15.4,Man City,89,8.99,87,6.1,81,5.82,80,6.44,79,4.59,78,6.67,80,5.61,78,6.65,77,5.25,76,7.16,77,6.48,76,6.91,0.89,89,87,81,80,79,78,80,78,77,76,77,76,8.99,6.1,5.82,6.44,4.59,6.67,5.61,6.65,5.25,7.16,6.48,6.91,8.99,89,76.67,958,TRUE,F15.4,F15.5Man City
F,473,Stewart,4.6,4.6,Southampton,0,0,0,0,10,0.6,23,1.26,24,1.33,24,1.42,24,1.32,24,1.39,25,1.35,24,1.54,26,1.45,24,1.54,0.05,0,0,10,23,24,24,24,24,25,24,26,24,0,0,0.6,1.26,1.33,1.42,1.32,1.39,1.35,1.54,1.45,1.54,1.54,26,13.2,228,FALSE,F4.6,F4.5Southampton
F,539,Chiwome,4.5,4.5,Wolves,8,0.42,10,0.52,9,0.51,6,0.35,7,0.4,7,0.41,7,0.39,8,0.45,9,0.46,7,0.41,8,0.41,8,0.45,0.02,8,10,9,6,7,7,7,8,9,7,8,8,0.42,0.52,0.51,0.35,0.4,0.41,0.39,0.45,0.46,0.41,0.41,0.45,0.52,10,5.18,94,FALSE,F4.5,F4.5Wolves
